행정구분,성별,년도,값
서울,계,1970,5685932
서울,계,1971,5940442
서울,계,1972,6206625
서울,계,1973,6470497
서울,계,1974,6737832
서울,계,1975,7005007
서울,계,1976,7300852
서울,계,1977,7598734
서울,계,1978,7900077
서울,계,1979,8205097
서울,계,1980,8516450
서울,계,1981,8795571
서울,계,1982,9058650
서울,계,1983,9317088
서울,계,1984,9558806
서울,계,1985,9725447
서울,계,1986,9815245
서울,계,1987,9931649
서울,계,1988,10147107
서울,계,1989,10379344
서울,계,1990,10473252
서울,계,1991,10461122
서울,계,1992,10445852
서울,계,1993,10420119
서울,계,1994,10385314
서울,계,1995,10342224
서울,계,1996,10195359
서울,계,1997,10115549
서울,계,1998,10051237
서울,계,1999,10035810
서울,계,2000,10078434
서울,계,2001,10091137
서울,계,2002,10049183
서울,계,2003,10041419
서울,계,2004,10051611
서울,계,2005,10028631
서울,계,2006,10057373
서울,계,2007,10068563
서울,계,2008,10111880
서울,계,2009,10138867
서울,계,2010,10088611
서울,계,2011,10072235
서울,계,2012,10036273
서울,계,2013,9990010
서울,계,2014,9975163
서울,계,2015,9941162
서울,계,2016,9842501
서울,계,2017,9766399
서울,계,2018,9704546
서울,계,2019,9662041
서울,계,2020,9601693
서울,계,2021,9543142
서울,계,2022,9487764
서울,계,2023,9439298
서울,계,2024,9394490
서울,계,2025,9352227
서울,계,2026,9311804
서울,계,2027,9272673
서울,계,2028,9234270
서울,계,2029,9195157
서울,계,2030,9155502
서울,계,2031,9115672
서울,계,2032,9075598
서울,계,2033,9035257
서울,계,2034,8994658
서울,계,2035,8953738
서울,계,2036,8912133
서울,계,2037,8869389
서울,계,2038,8825205
서울,계,2039,8779359
서울,계,2040,8731396
서울,계,2041,8681042
서울,계,2042,8627977
서울,계,2043,8572054
서울,계,2044,8513027
서울,계,2045,8451145
서울,계,2046,8386694
서울,계,2047,8319771
서울,남자,1970,2864147
서울,남자,1971,2991528
서울,남자,1972,3120911
서울,남자,1973,3245901
서울,남자,1974,3372843
서울,남자,1975,3493989
서울,남자,1976,3645645
서울,남자,1977,3799541
서울,남자,1978,3955311
서울,남자,1979,4113208
서울,남자,1980,4274921
서울,남자,1981,4413309
서울,남자,1982,4543903
서울,남자,1983,4672572
서울,남자,1984,4792911
서울,남자,1985,4876533
서울,남자,1986,4926219
서울,남자,1987,4987271
서울,남자,1988,5099544
서울,남자,1989,5220199
서울,남자,1990,5272803
서울,남자,1991,5266726
서울,남자,1992,5259938
서울,남자,1993,5248516
서울,남자,1994,5232588
서울,남자,1995,5212363
서울,남자,1996,5137748
서울,남자,1997,5098995
서울,남자,1998,5060672
서울,남자,1999,5050557
서울,남자,2000,5075696
서울,남자,2001,5079359
서울,남자,2002,5053965
서울,남자,2003,5044288
서울,남자,2004,5038512
서울,남자,2005,5012084
서울,남자,2006,5016395
서울,남자,2007,5012803
서울,남자,2008,5026851
서울,남자,2009,5028886
서울,남자,2010,4994235
서울,남자,2011,4977967
서울,남자,2012,4951465
서울,남자,2013,4918124
서울,남자,2014,4904120
서울,남자,2015,4881464
서울,남자,2016,4820273
서울,남자,2017,4772820
서울,남자,2018,4731252
서울,남자,2019,4698629
서울,남자,2020,4660983
서울,남자,2021,4625047
서울,남자,2022,4591453
서울,남자,2023,4563623
서울,남자,2024,4538022
서울,남자,2025,4514109
서울,남자,2026,4491463
서울,남자,2027,4469662
서울,남자,2028,4448356
서울,남자,2029,4426773
서울,남자,2030,4404754
서울,남자,2031,4382516
서울,남자,2032,4360056
서울,남자,2033,4337442
서울,남자,2034,4314660
서울,남자,2035,4291726
서울,남자,2036,4268533
서울,남자,2037,4244961
서울,남자,2038,4220903
서울,남자,2039,4196243
서울,남자,2040,4170874
서울,남자,2041,4144708
서울,남자,2042,4117551
서울,남자,2043,4089277
서울,남자,2044,4059690
서울,남자,2045,4028877
서울,남자,2046,3996878
서울,남자,2047,3963629
서울,여자,1970,2821785
서울,여자,1971,2948914
서울,여자,1972,3085714
서울,여자,1973,3224596
서울,여자,1974,3364989
서울,여자,1975,3511018
서울,여자,1976,3655207
서울,여자,1977,3799193
서울,여자,1978,3944766
서울,여자,1979,4091889
서울,여자,1980,4241529
서울,여자,1981,4382262
서울,여자,1982,4514747
서울,여자,1983,4644516
서울,여자,1984,4765895
서울,여자,1985,4848914
서울,여자,1986,4889026
서울,여자,1987,4944378
서울,여자,1988,5047563
서울,여자,1989,5159145
서울,여자,1990,5200449
서울,여자,1991,5194396
서울,여자,1992,5185914
서울,여자,1993,5171603
서울,여자,1994,5152726
서울,여자,1995,5129861
서울,여자,1996,5057611
서울,여자,1997,5016554
서울,여자,1998,4990565
서울,여자,1999,4985253
서울,여자,2000,5002738
서울,여자,2001,5011778
서울,여자,2002,4995218
서울,여자,2003,4997131
서울,여자,2004,5013099
서울,여자,2005,5016547
서울,여자,2006,5040978
서울,여자,2007,5055760
서울,여자,2008,5085029
서울,여자,2009,5109981
서울,여자,2010,5094376
서울,여자,2011,5094268
서울,여자,2012,5084808
서울,여자,2013,5071886
서울,여자,2014,5071043
서울,여자,2015,5059698
서울,여자,2016,5022228
서울,여자,2017,4993579
서울,여자,2018,4973294
서울,여자,2019,4963412
서울,여자,2020,4940710
서울,여자,2021,4918095
서울,여자,2022,4896311
서울,여자,2023,4875675
서울,여자,2024,4856468
서울,여자,2025,4838118
서울,여자,2026,4820341
서울,여자,2027,4803011
서울,여자,2028,4785914
서울,여자,2029,4768384
서울,여자,2030,4750748
서울,여자,2031,4733156
서울,여자,2032,4715542
서울,여자,2033,4697815
서울,여자,2034,4679998
서울,여자,2035,4662012
서울,여자,2036,4643600
서울,여자,2037,4624428
서울,여자,2038,4604302
서울,여자,2039,4583116
서울,여자,2040,4560522
서울,여자,2041,4536334
서울,여자,2042,4510426
서울,여자,2043,4482777
서울,여자,2044,4453337
서울,여자,2045,4422268
서울,여자,2046,4389816
서울,여자,2047,4356142
부산,계,1970,2045828
부산,계,1971,2155433
부산,계,1972,2270494
부산,계,1973,2386209
부산,계,1974,2504899
부산,계,1975,2625143
부산,계,1976,2756845
부산,계,1977,2890337
부산,계,1978,3026409
부산,계,1979,3165516
부산,계,1980,3309338
부산,계,1981,3399677
부산,계,1982,3469299
부산,계,1983,3526625
부산,계,1984,3580187
부산,계,1985,3627990
부산,계,1986,3671462
부산,계,1987,3724562
부산,계,1988,3773138
부산,계,1989,3803288
부산,계,1990,3803334
부산,계,1991,3816713
부산,계,1992,3829348
부산,계,1993,3839022
부산,계,1994,3846467
부산,계,1995,3852295
부산,계,1996,3826168
부산,계,1997,3803326
부산,계,1998,3775121
부산,계,1999,3752322
부산,계,2000,3732630
부산,계,2001,3716425
부산,계,2002,3684942
부산,계,2003,3648852
부산,계,2004,3623903
부산,계,2005,3590291
부산,계,2006,3563009
부산,계,2007,3538031
부산,계,2008,3514331
부산,계,2009,3497197
부산,계,2010,3476658
부산,계,2011,3476349
부산,계,2012,3461881
부산,계,2013,3455734
부산,계,2014,3452309
부산,계,2015,3452260
부산,계,2016,3446962
부산,계,2017,3424409
부산,계,2018,3400027
부산,계,2019,3372763
부산,계,2020,3343528
부산,계,2021,3313445
부산,계,2022,3283324
부산,계,2023,3259869
부산,계,2024,3237082
부산,계,2025,3214964
부산,계,2026,3193553
부산,계,2027,3172811
부산,계,2028,3152725
부산,계,2029,3132923
부산,계,2030,3113235
부산,계,2031,3093509
부산,계,2032,3073586
부산,계,2033,3053240
부산,계,2034,3032263
부산,계,2035,3010503
부산,계,2036,2987889
부산,계,2037,2964271
부산,계,2038,2939638
부산,계,2039,2913998
부산,계,2040,2887377
부산,계,2041,2859909
부산,계,2042,2831693
부산,계,2043,2802793
부산,계,2044,2773258
부산,계,2045,2743209
부산,계,2046,2712701
부산,계,2047,2681696
부산,남자,1970,1032010
부산,남자,1971,1087057
부산,남자,1972,1143248
부산,남자,1973,1198433
부산,남자,1974,1254982
부산,남자,1975,1310001
부산,남자,1976,1376272
부산,남자,1977,1443836
부산,남자,1978,1512747
부산,남자,1979,1583340
부산,남자,1980,1656543
부산,남자,1981,1699668
부산,남자,1982,1732535
부산,남자,1983,1759359
부산,남자,1984,1784119
부산,남자,1985,1806061
부산,남자,1986,1826958
부산,남자,1987,1851982
부산,남자,1988,1875287
부산,남자,1989,1889544
부산,남자,1990,1889516
부산,남자,1991,1898481
부산,남자,1992,1907117
부산,남자,1993,1914301
부산,남자,1994,1920239
부산,남자,1995,1925224
부산,남자,1996,1912428
부산,남자,1997,1902137
부산,남자,1998,1887110
부산,남자,1999,1876039
부산,남자,2000,1866962
부산,남자,2001,1858228
부산,남자,2002,1841471
부산,남자,2003,1823508
부산,남자,2004,1809016
부산,남자,2005,1789393
부산,남자,2006,1772957
부산,남자,2007,1758736
부산,남자,2008,1744222
부산,남자,2009,1732711
부산,남자,2010,1719564
부산,남자,2011,1719138
부산,남자,2012,1711058
부산,남자,2013,1706570
부산,남자,2014,1704522
부산,남자,2015,1703339
부산,남자,2016,1697939
부산,남자,2017,1685161
부산,남자,2018,1671846
부산,남자,2019,1655688
부산,남자,2020,1639369
부산,남자,2021,1622652
부산,남자,2022,1605967
부산,남자,2023,1592794
부산,남자,2024,1579996
부산,남자,2025,1567614
부산,남자,2026,1555683
부산,남자,2027,1544176
부산,남자,2028,1533068
부산,남자,2029,1522183
부산,남자,2030,1511434
부산,남자,2031,1500746
부산,남자,2032,1490031
부산,남자,2033,1479194
부산,남자,2034,1468092
부산,남자,2035,1456653
부산,남자,2036,1444866
부산,남자,2037,1432662
부산,남자,2038,1420020
부산,남자,2039,1406935
부산,남자,2040,1393456
부산,남자,2041,1379658
부산,남자,2042,1365581
부산,남자,2043,1351250
부산,남자,2044,1336724
부산,남자,2045,1322063
부산,남자,2046,1307287
부산,남자,2047,1292342
부산,여자,1970,1013818
부산,여자,1971,1068376
부산,여자,1972,1127246
부산,여자,1973,1187776
부산,여자,1974,1249917
부산,여자,1975,1315142
부산,여자,1976,1380573
부산,여자,1977,1446501
부산,여자,1978,1513662
부산,여자,1979,1582176
부산,여자,1980,1652795
부산,여자,1981,1700009
부산,여자,1982,1736764
부산,여자,1983,1767266
부산,여자,1984,1796068
부산,여자,1985,1821929
부산,여자,1986,1844504
부산,여자,1987,1872580
부산,여자,1988,1897851
부산,여자,1989,1913744
부산,여자,1990,1913818
부산,여자,1991,1918232
부산,여자,1992,1922231
부산,여자,1993,1924721
부산,여자,1994,1926228
부산,여자,1995,1927071
부산,여자,1996,1913740
부산,여자,1997,1901189
부산,여자,1998,1888011
부산,여자,1999,1876283
부산,여자,2000,1865668
부산,여자,2001,1858197
부산,여자,2002,1843471
부산,여자,2003,1825344
부산,여자,2004,1814887
부산,여자,2005,1800898
부산,여자,2006,1790052
부산,여자,2007,1779295
부산,여자,2008,1770109
부산,여자,2009,1764486
부산,여자,2010,1757094
부산,여자,2011,1757211
부산,여자,2012,1750823
부산,여자,2013,1749164
부산,여자,2014,1747787
부산,여자,2015,1748921
부산,여자,2016,1749023
부산,여자,2017,1739248
부산,여자,2018,1728181
부산,여자,2019,1717075
부산,여자,2020,1704159
부산,여자,2021,1690793
부산,여자,2022,1677357
부산,여자,2023,1667075
부산,여자,2024,1657086
부산,여자,2025,1647350
부산,여자,2026,1637870
부산,여자,2027,1628635
부산,여자,2028,1619657
부산,여자,2029,1610740
부산,여자,2030,1601801
부산,여자,2031,1592763
부산,여자,2032,1583555
부산,여자,2033,1574046
부산,여자,2034,1564171
부산,여자,2035,1553850
부산,여자,2036,1543023
부산,여자,2037,1531609
부산,여자,2038,1519618
부산,여자,2039,1507063
부산,여자,2040,1493921
부산,여자,2041,1480251
부산,여자,2042,1466112
부산,여자,2043,1451543
부산,여자,2044,1436534
부산,여자,2045,1421146
부산,여자,2046,1405414
부산,여자,2047,1389354
대구,계,1970,1294646
대구,계,1971,1344660
대구,계,1972,1395645
대구,계,1973,1445274
대구,계,1974,1494654
대구,계,1975,1543540
대구,계,1976,1611920
대구,계,1977,1680300
대구,계,1978,1749080
대구,계,1979,1818250
대구,계,1980,1888506
대구,계,1981,1940193
대구,계,1982,1995279
대구,계,1983,2046550
대구,계,1984,2091406
대구,계,1985,2129426
대구,계,1986,2162263
대구,계,1987,2195733
대구,계,1988,2229908
대구,계,1989,2266543
대구,계,1990,2293038
대구,계,1991,2332235
대구,계,1992,2370971
대구,계,1993,2407544
대구,계,1994,2442258
대구,계,1995,2475360
대구,계,1996,2488905
대구,계,1997,2495979
대구,계,1998,2502146
대구,계,1999,2511610
대구,계,2000,2528863
대구,계,2001,2535374
대구,계,2002,2530953
대구,계,2003,2531930
대구,계,2004,2533260
대구,계,2005,2509168
대구,계,2006,2490045
대구,계,2007,2483535
대구,계,2008,2480984
대구,계,2009,2481714
대구,계,2010,2479781
대구,계,2011,2483116
대구,계,2012,2480493
대구,계,2013,2475657
대구,계,2014,2474900
대구,계,2015,2468755
대구,계,2016,2461272
대구,계,2017,2457769
대구,계,2018,2449789
대구,계,2019,2432442
대구,계,2020,2419246
대구,계,2021,2405064
대구,계,2022,2390487
대구,계,2023,2375913
대구,계,2024,2361697
대구,계,2025,2347880
대구,계,2026,2334497
대구,계,2027,2321534
대구,계,2028,2308960
대구,계,2029,2296544
대구,계,2030,2284059
대구,계,2031,2271476
대구,계,2032,2258699
대구,계,2033,2245628
대구,계,2034,2232111
대구,계,2035,2218091
대구,계,2036,2203490
대구,계,2037,2188245
대구,계,2038,2172303
대구,계,2039,2155664
대구,계,2040,2138365
대구,계,2041,2120419
대구,계,2042,2101867
대구,계,2043,2082738
대구,계,2044,2063038
대구,계,2045,2042714
대구,계,2046,2021806
대구,계,2047,2000239
대구,남자,1970,648857
대구,남자,1971,674467
대구,남자,1972,699718
대구,남자,1973,723553
대구,남자,1974,747312
대구,남자,1975,769601
대구,남자,1976,804532
대구,남자,1977,839571
대구,남자,1978,874805
대구,남자,1979,910337
대구,남자,1980,946716
대구,남자,1981,971818
대구,남자,1982,998496
대구,남자,1983,1023291
대구,남자,1984,1044853
대구,남자,1985,1063136
대구,남자,1986,1080668
대구,남자,1987,1097913
대구,남자,1988,1115752
대구,남자,1989,1134837
대구,남자,1990,1149109
대구,남자,1991,1170687
대구,남자,1992,1192103
대구,남자,1993,1212555
대구,남자,1994,1232177
대구,남자,1995,1251093
대구,남자,1996,1257498
대구,남자,1997,1260661
대구,남자,1998,1262153
대구,남자,1999,1266680
대구,남자,2000,1275668
대구,남자,2001,1278630
대구,남자,2002,1276142
대구,남자,2003,1276725
대구,남자,2004,1275882
대구,남자,2005,1262644
대구,남자,2006,1251746
대구,남자,2007,1246651
대구,남자,2008,1243091
대구,남자,2009,1240959
대구,남자,2010,1237614
대구,남자,2011,1238666
대구,남자,2012,1236441
대구,남자,2013,1232859
대구,남자,2014,1232587
대구,남자,2015,1230092
대구,남자,2016,1223929
대구,남자,2017,1220800
대구,남자,2018,1215762
대구,남자,2019,1205202
대구,남자,2020,1197242
대구,남자,2021,1188864
대구,남자,2022,1180360
대구,남자,2023,1172257
대구,남자,2024,1164392
대구,남자,2025,1156795
대구,남자,2026,1149450
대구,남자,2027,1142369
대구,남자,2028,1135543
대구,남자,2029,1128833
대구,남자,2030,1122119
대구,남자,2031,1115397
대구,남자,2032,1108609
대구,남자,2033,1101700
대구,남자,2034,1094591
대구,남자,2035,1087244
대구,남자,2036,1079624
대구,남자,2037,1071703
대구,남자,2038,1063436
대구,남자,2039,1054823
대구,남자,2040,1045899
대구,남자,2041,1036690
대구,남자,2042,1027197
대구,남자,2043,1017468
대구,남자,2044,1007513
대구,남자,2045,997325
대구,남자,2046,986911
대구,남자,2047,976215
대구,여자,1970,645789
대구,여자,1971,670193
대구,여자,1972,695927
대구,여자,1973,721721
대구,여자,1974,747342
대구,여자,1975,773939
대구,여자,1976,807388
대구,여자,1977,840729
대구,여자,1978,874275
대구,여자,1979,907913
대구,여자,1980,941790
대구,여자,1981,968375
대구,여자,1982,996783
대구,여자,1983,1023259
대구,여자,1984,1046553
대구,여자,1985,1066290
대구,여자,1986,1081595
대구,여자,1987,1097820
대구,여자,1988,1114156
대구,여자,1989,1131706
대구,여자,1990,1143929
대구,여자,1991,1161548
대구,여자,1992,1178868
대구,여자,1993,1194989
대구,여자,1994,1210081
대구,여자,1995,1224267
대구,여자,1996,1231407
대구,여자,1997,1235318
대구,여자,1998,1239993
대구,여자,1999,1244930
대구,여자,2000,1253195
대구,여자,2001,1256744
대구,여자,2002,1254811
대구,여자,2003,1255205
대구,여자,2004,1257378
대구,여자,2005,1246524
대구,여자,2006,1238299
대구,여자,2007,1236884
대구,여자,2008,1237893
대구,여자,2009,1240755
대구,여자,2010,1242167
대구,여자,2011,1244450
대구,여자,2012,1244052
대구,여자,2013,1242798
대구,여자,2014,1242313
대구,여자,2015,1238663
대구,여자,2016,1237343
대구,여자,2017,1236969
대구,여자,2018,1234027
대구,여자,2019,1227240
대구,여자,2020,1222004
대구,여자,2021,1216200
대구,여자,2022,1210127
대구,여자,2023,1203656
대구,여자,2024,1197305
대구,여자,2025,1191085
대구,여자,2026,1185047
대구,여자,2027,1179165
대구,여자,2028,1173417
대구,여자,2029,1167711
대구,여자,2030,1161940
대구,여자,2031,1156079
대구,여자,2032,1150090
대구,여자,2033,1143928
대구,여자,2034,1137520
대구,여자,2035,1130847
대구,여자,2036,1123866
대구,여자,2037,1116542
대구,여자,2038,1108867
대구,여자,2039,1100841
대구,여자,2040,1092466
대구,여자,2041,1083729
대구,여자,2042,1074670
대구,여자,2043,1065270
대구,여자,2044,1055525
대구,여자,2045,1045389
대구,여자,2046,1034895
대구,여자,2047,1024024
인천,계,1970,803730
인천,계,1971,838028
인천,계,1972,873538
인천,계,1973,909047
인천,계,1974,945093
인천,계,1975,981336
인천,계,1976,1032326
인천,계,1977,1084703
인천,계,1978,1138750
인천,계,1979,1194725
인천,계,1980,1253487
인천,계,1981,1314846
인천,계,1982,1365747
인천,계,1983,1412411
인천,계,1984,1474260
인천,계,1985,1541084
인천,계,1986,1592771
인천,계,1987,1646661
인천,계,1988,1709667
인천,계,1989,1784715
인천,계,1990,1896801
인천,계,1991,1979437
인천,계,1992,2065278
인천,계,1993,2153047
인천,계,1994,2242714
인천,계,1995,2333769
인천,계,1996,2375816
인천,계,1997,2421017
인천,계,1998,2464340
인천,계,1999,2494341
인천,계,2000,2522462
인천,계,2001,2550919
인천,계,2002,2571760
인천,계,2003,2573467
인천,계,2004,2571244
인천,계,2005,2581406
인천,계,2006,2606698
인천,계,2007,2642899
인천,계,2008,2689010
인천,계,2009,2699716
인천,계,2010,2722990
인천,계,2011,2754739
인천,계,2012,2793754
인천,계,2013,2829608
인천,계,2014,2862241
인천,계,2015,2882868
인천,계,2016,2907366
인천,계,2017,2923859
인천,계,2018,2938875
인천,계,2019,2943992
인천,계,2020,2951030
인천,계,2021,2956924
인천,계,2022,2962325
인천,계,2023,2971720
인천,계,2024,2981104
인천,계,2025,2990422
인천,계,2026,2999552
인천,계,2027,3008358
인천,계,2028,3016819
인천,계,2029,3024515
인천,계,2030,3031272
인천,계,2031,3037012
인천,계,2032,3041682
인천,계,2033,3045127
인천,계,2034,3047268
인천,계,2035,3048041
인천,계,2036,3047488
인천,계,2037,3045497
인천,계,2038,3042032
인천,계,2039,3037158
인천,계,2040,3030900
인천,계,2041,3023232
인천,계,2042,3014142
인천,계,2043,3003665
인천,계,2044,2991725
인천,계,2045,2978293
인천,계,2046,2963411
인천,계,2047,2946991
인천,남자,1970,405637
인천,남자,1971,422917
인천,남자,1972,440142
인천,남자,1973,456937
인천,남자,1974,474039
인천,남자,1975,490399
인천,남자,1976,516552
인천,남자,1977,543583
인천,남자,1978,571552
인천,남자,1979,600631
인천,남자,1980,631243
인천,남자,1981,661966
인천,남자,1982,687475
인천,남자,1983,710962
인천,남자,1984,742112
인천,남자,1985,775914
인천,남자,1986,802112
인천,남자,1987,829255
인천,남자,1988,861394
인천,남자,1989,899758
인천,남자,1990,957563
인천,남자,1991,999917
인천,남자,1992,1043990
인천,남자,1993,1089217
인천,남자,1994,1135533
인천,남자,1995,1182621
인천,남자,1996,1203990
인천,남자,1997,1227044
인천,남자,1998,1247464
인천,남자,1999,1262246
인천,남자,2000,1277321
인천,남자,2001,1292221
인천,남자,2002,1303385
인천,남자,2003,1305026
인천,남자,2004,1303733
인천,남자,2005,1307179
인천,남자,2006,1321114
인천,남자,2007,1340310
인천,남자,2008,1364073
인천,남자,2009,1368504
인천,남자,2010,1379554
인천,남자,2011,1394025
인천,남자,2012,1411329
인천,남자,2013,1427323
인천,남자,2014,1442354
인천,남자,2015,1451459
인천,남자,2016,1463157
인천,남자,2017,1470977
인천,남자,2018,1478502
인천,남자,2019,1481350
인천,남자,2020,1484678
인천,남자,2021,1487319
인천,남자,2022,1489621
인천,남자,2023,1493669
인천,남자,2024,1497628
인천,남자,2025,1501497
인천,남자,2026,1505223
인천,남자,2027,1508757
인천,남자,2028,1512079
인천,남자,2029,1514995
인천,남자,2030,1517388
인천,남자,2031,1519220
인천,남자,2032,1520469
인천,남자,2033,1521069
인천,남자,2034,1520959
인천,남자,2035,1520100
인천,남자,2036,1518539
인천,남자,2037,1516224
인천,남자,2038,1513118
인천,남자,2039,1509278
인천,남자,2040,1504754
인천,남자,2041,1499540
인천,남자,2042,1493642
인천,남자,2043,1487103
인천,남자,2044,1479908
인천,남자,2045,1472066
인천,남자,2046,1463609
인천,남자,2047,1454461
인천,여자,1970,398093
인천,여자,1971,415111
인천,여자,1972,433396
인천,여자,1973,452110
인천,여자,1974,471054
인천,여자,1975,490937
인천,여자,1976,515774
인천,여자,1977,541120
인천,여자,1978,567198
인천,여자,1979,594094
인천,여자,1980,622244
인천,여자,1981,652880
인천,여자,1982,678272
인천,여자,1983,701449
인천,여자,1984,732148
인천,여자,1985,765170
인천,여자,1986,790659
인천,여자,1987,817406
인천,여자,1988,848273
인천,여자,1989,884957
인천,여자,1990,939238
인천,여자,1991,979520
인천,여자,1992,1021288
인천,여자,1993,1063830
인천,여자,1994,1107181
인천,여자,1995,1151148
인천,여자,1996,1171826
인천,여자,1997,1193973
인천,여자,1998,1216876
인천,여자,1999,1232095
인천,여자,2000,1245141
인천,여자,2001,1258698
인천,여자,2002,1268375
인천,여자,2003,1268441
인천,여자,2004,1267511
인천,여자,2005,1274227
인천,여자,2006,1285584
인천,여자,2007,1302589
인천,여자,2008,1324937
인천,여자,2009,1331212
인천,여자,2010,1343436
인천,여자,2011,1360714
인천,여자,2012,1382425
인천,여자,2013,1402285
인천,여자,2014,1419887
인천,여자,2015,1431409
인천,여자,2016,1444209
인천,여자,2017,1452882
인천,여자,2018,1460373
인천,여자,2019,1462642
인천,여자,2020,1466352
인천,여자,2021,1469605
인천,여자,2022,1472704
인천,여자,2023,1478051
인천,여자,2024,1483476
인천,여자,2025,1488925
인천,여자,2026,1494329
인천,여자,2027,1499601
인천,여자,2028,1504740
인천,여자,2029,1509520
인천,여자,2030,1513884
인천,여자,2031,1517792
인천,여자,2032,1521213
인천,여자,2033,1524058
인천,여자,2034,1526309
인천,여자,2035,1527941
인천,여자,2036,1528949
인천,여자,2037,1529273
인천,여자,2038,1528914
인천,여자,2039,1527880
인천,여자,2040,1526146
인천,여자,2041,1523692
인천,여자,2042,1520500
인천,여자,2043,1516562
인천,여자,2044,1511817
인천,여자,2045,1506227
인천,여자,2046,1499802
인천,여자,2047,1492530
광주,계,1970,651380
광주,계,1971,672432
광주,계,1972,693417
광주,계,1973,713346
광주,계,1974,732636
광주,계,1975,751007
광주,계,1976,776209
광주,계,1977,801080
광주,계,1978,825601
광주,계,1979,849767
광주,계,1980,873909
광주,계,1981,913258
광주,계,1982,953574
광주,계,1983,991599
광주,계,1984,1023089
광주,계,1985,1052558
광주,계,1986,1062312
광주,계,1987,1068550
광주,계,1988,1078519
광주,계,1989,1099843
광주,계,1990,1124968
광주,계,1991,1154456
광주,계,1992,1184604
광주,계,1993,1214505
광주,계,1994,1244187
광주,계,1995,1273532
광주,계,1996,1292483
광주,계,1997,1317015
광주,계,1998,1340506
광주,계,1999,1361160
광주,계,2000,1382426
광주,계,2001,1401954
광주,계,2002,1421613
광주,계,2003,1431964
광주,계,2004,1444682
광주,계,2005,1445390
광주,계,2006,1448384
광주,계,2007,1456365
광주,계,2008,1465274
광주,계,2009,1479146
광주,계,2010,1493632
광주,계,2011,1502051
광주,계,2012,1503758
광주,계,2013,1503835
광주,계,2014,1504582
광주,계,2015,1505906
광주,계,2016,1502125
광주,계,2017,1495392
광주,계,2018,1493417
광주,계,2019,1493571
광주,계,2020,1487675
광주,계,2021,1480750
광주,계,2022,1473331
광주,계,2023,1465973
광주,계,2024,1458810
광주,계,2025,1451797
광주,계,2026,1444925
광주,계,2027,1438274
광주,계,2028,1431788
광주,계,2029,1425350
광주,계,2030,1418825
광주,계,2031,1412165
광주,계,2032,1405345
광주,계,2033,1398286
광주,계,2034,1390982
광주,계,2035,1383371
광주,계,2036,1375382
광주,계,2037,1367106
광주,계,2038,1358433
광주,계,2039,1349366
광주,계,2040,1339931
광주,계,2041,1330123
광주,계,2042,1319937
광주,계,2043,1309377
광주,계,2044,1298426
광주,계,2045,1287094
광주,계,2046,1275392
광주,계,2047,1263274
광주,남자,1970,334990
광주,남자,1971,345698
광주,남자,1972,355991
광주,남자,1973,365368
광주,남자,1974,374445
광주,남자,1975,382372
광주,남자,1976,395686
광주,남자,1977,408888
광주,남자,1978,421898
광주,남자,1979,434667
광주,남자,1980,447412
광주,남자,1981,466645
광주,남자,1982,486315
광주,남자,1983,504769
광주,남자,1984,519839
광주,남자,1985,533844
광주,남자,1986,538012
광주,남자,1987,540102
광주,남자,1988,544197
광주,남자,1989,553997
광주,남자,1990,565805
광주,남자,1991,579797
광주,남자,1992,594201
광주,남자,1993,608582
광주,남자,1994,622906
광주,남자,1995,637092
광주,남자,1996,646084
광주,남자,1997,658284
광주,남자,1998,669731
광주,남자,1999,680305
광주,남자,2000,691174
광주,남자,2001,700979
광주,남자,2002,710702
광주,남자,2003,716268
광주,남자,2004,721981
광주,남자,2005,722348
광주,남자,2006,723652
광주,남자,2007,727455
광주,남자,2008,731070
광주,남자,2009,737110
광주,남자,2010,743895
광주,남자,2011,748229
광주,남자,2012,748890
광주,남자,2013,748772
광주,남자,2014,749276
광주,남자,2015,750248
광주,남자,2016,747452
광주,남자,2017,744386
광주,남자,2018,743700
광주,남자,2019,743979
광주,남자,2020,741103
광주,남자,2021,737689
광주,남자,2022,733997
광주,남자,2023,730347
광주,남자,2024,726769
광주,남자,2025,723229
광주,남자,2026,719722
광주,남자,2027,716318
광주,남자,2028,712985
광주,남자,2029,709677
광주,남자,2030,706302
광주,남자,2031,702856
광주,남자,2032,699322
광주,남자,2033,695650
광주,남자,2034,691863
광주,남자,2035,687922
광주,남자,2036,683787
광주,남자,2037,679527
광주,남자,2038,675048
광주,남자,2039,670366
광주,남자,2040,665522
광주,남자,2041,660492
광주,남자,2042,655265
광주,남자,2043,649830
광주,남자,2044,644196
광주,남자,2045,638401
광주,남자,2046,632430
광주,남자,2047,626248
광주,여자,1970,316390
광주,여자,1971,326734
광주,여자,1972,337426
광주,여자,1973,347978
광주,여자,1974,358191
광주,여자,1975,368635
광주,여자,1976,380523
광주,여자,1977,392192
광주,여자,1978,403703
광주,여자,1979,415100
광주,여자,1980,426497
광주,여자,1981,446613
광주,여자,1982,467259
광주,여자,1983,486830
광주,여자,1984,503250
광주,여자,1985,518714
광주,여자,1986,524300
광주,여자,1987,528448
광주,여자,1988,534322
광주,여자,1989,545846
광주,여자,1990,559163
광주,여자,1991,574659
광주,여자,1992,590403
광주,여자,1993,605923
광주,여자,1994,621281
광주,여자,1995,636440
광주,여자,1996,646399
광주,여자,1997,658731
광주,여자,1998,670775
