행정구분,성별,년도,값
제주,계,2030,750668
제주,계,2031,756463
제주,계,2032,761833
제주,계,2033,766727
제주,계,2034,771133
제주,계,2035,775036
제주,계,2036,778392
제주,계,2037,781270
제주,계,2038,783649
제주,계,2039,785520
제주,계,2040,786944
제주,계,2041,787933
제주,계,2042,788503
제주,계,2043,788617
제주,계,2044,788278
제주,계,2045,787464
제주,계,2046,786152
제주,계,2047,784292
제주,남자,1970,181287
제주,남자,1971,186395
제주,남자,1972,191084
제주,남자,1973,195416
제주,남자,1974,199665
제주,남자,1975,203428
제주,남자,1976,209021
제주,남자,1977,214752
제주,남자,1978,220486
제주,남자,1979,226305
제주,남자,1980,232282
제주,남자,1981,236110
제주,남자,1982,238871
제주,남자,1983,241202
제주,남자,1984,242659
제주,남자,1985,243394
제주,남자,1986,244360
제주,남자,1987,245211
제주,남자,1988,246562
제주,남자,1989,248637
제주,남자,1990,251971
제주,남자,1991,252248
제주,남자,1992,252620
제주,남자,1993,252877
제주,남자,1994,253019
제주,남자,1995,253083
제주,남자,1996,254319
제주,남자,1997,255820
제주,남자,1998,257559
제주,남자,1999,259608
제주,남자,2000,260842
제주,남자,2001,263176
제주,남자,2002,266196
제주,남자,2003,268130
제주,남자,2004,269930
제주,남자,2005,271342
제주,남자,2006,272449
제주,남자,2007,272051
제주,남자,2008,272452
제주,남자,2009,273345
제주,남자,2010,274676
제주,남자,2011,277692
제주,남자,2012,281398
제주,남자,2013,286074
제주,남자,2014,293154
제주,남자,2015,301539
제주,남자,2016,311239
제주,남자,2017,320329
제주,남자,2018,329625
제주,남자,2019,333066
제주,남자,2020,338707
제주,남자,2021,343779
제주,남자,2022,348385
제주,남자,2023,353204
제주,남자,2024,357706
제주,남자,2025,361917
제주,남자,2026,365876
제주,남자,2027,369605
제주,남자,2028,373133
제주,남자,2029,376447
제주,남자,2030,379511
제주,남자,2031,382333
제주,남자,2032,384938
제주,남자,2033,387285
제주,남자,2034,389378
제주,남자,2035,391199
제주,남자,2036,392735
제주,남자,2037,394013
제주,남자,2038,395009
제주,남자,2039,395723
제주,남자,2040,396196
제주,남자,2041,396437
제주,남자,2042,396460
제주,남자,2043,396235
제주,남자,2044,395775
제주,남자,2045,395088
제주,남자,2046,394159
제주,남자,2047,392959
제주,여자,1970,192473
제주,여자,1971,197204
제주,여자,1972,201700
제주,여자,1973,206331
제주,여자,1974,210776
제주,여자,1975,215816
제주,여자,1976,220518
제주,여자,1977,225259
제주,여자,1978,229940
제주,여자,1979,234639
제주,여자,1980,239357
제주,여자,1981,242964
제주,여자,1982,245526
제주,여자,1983,247694
제주,여자,1984,249038
제주,여자,1985,249609
제주,여자,1986,250183
제주,여자,1987,250929
제주,여자,1988,252046
제주,여자,1989,253787
제주,여자,1990,256775
제주,여자,1991,257289
제주,여자,1992,257854
제주,여자,1993,258249
제주,여자,1994,258499
제주,여자,1995,258557
제주,여자,1996,259607
제주,여자,1997,260392
제주,여자,1998,261601
제주,여자,1999,262790
제주,여자,2000,263340
제주,여자,2001,265377
제주,여자,2002,267541
제주,여자,2003,268469
제주,여자,2004,269475
제주,여자,2005,270491
제주,여자,2006,271253
제주,여자,2007,271083
제주,여자,2008,271442
제주,여자,2009,272257
제주,여자,2010,273241
제주,여자,2011,276153
제주,여자,2012,279420
제주,여자,2013,283960
제주,여자,2014,290181
제주,여자,2015,297713
제주,여자,2016,306880
제주,여자,2017,314590
제주,여자,2018,323068
제주,여자,2019,326473
제주,여자,2020,331500
제주,여자,2021,336103
제주,여자,2022,340369
제주,여자,2023,344911
제주,여자,2024,349228
제주,여자,2025,353337
제주,여자,2026,357254
제주,여자,2027,360985
제주,여자,2028,364565
제주,여자,2029,367958
제주,여자,2030,371157
제주,여자,2031,374130
제주,여자,2032,376895
제주,여자,2033,379442
제주,여자,2034,381755
제주,여자,2035,383837
제주,여자,2036,385657
제주,여자,2037,387257
제주,여자,2038,388640
제주,여자,2039,389797
제주,여자,2040,390748
제주,여자,2041,391496
제주,여자,2042,392043
제주,여자,2043,392382
제주,여자,2044,392503
제주,여자,2045,392376
제주,여자,2046,391993
제주,여자,2047,391333
