楷飞喊,矫痢,扁措咯疙(傈眉)[斥],扁措咯疙(巢磊)[斥],扁措咯疙(咯磊)[斥],荤噶犬伏(傈眉),荤噶犬伏(巢磊),荤噶犬伏(咯磊),积粮磊(傈眉),积粮磊(巢磊),积粮磊(咯磊),沥瘤牢备(傈眉),沥瘤牢备(巢磊),沥瘤牢备(咯磊),醚积粮斥荐(傈眉),醚积粮斥荐(巢磊),醚积粮斥荐(咯磊),荤噶磊(傈眉),荤噶磊(巢磊),荤噶磊(咯磊)
15技,2001 斥,62.16547,58.59645,65.72963,0.00029,0.00035,0.00023,99100.32273,99033.77794,99168.59027,99086.06885,99016.6789,99157.18129,6160618.084,5803028.298,6518314.973,28.50778,34.1981,22.81795
15技,2002 斥,62.4818,59.04088,65.91757,0.00026,0.00032,0.00019,99122.71119,99049.8024,99198.6317,99110.03052,99033.8736,99189.19878,6193365.802,5847987.392,6538932.399,25.36134,31.8576,18.86586
15技,2003 斥,62.88681,59.44075,66.32657,0.00025,0.0003,0.0002,99177.03392,99088.52627,99270.12448,99164.66938,99073.52941,99260.39168,6236927.278,5889895.89,6584246.891,24.72909,29.99372,19.4656
15技,2004 斥,63.34785,59.90206,66.78882,0.00022,0.00027,0.00016,99229.32168,99160.97678,99299.75193,99218.52647,99147.35529,99291.78277,6285963.888,5939946.641,6632113.254,21.59043,27.24299,15.93832
15技,2005 斥,63.76759,60.42392,67.10769,0.00022,0.00028,0.00017,99309.26827,99256.80593,99362.75671,99298.29509,99243.06827,99354.54789,6332712.339,5997485.3,6668004.839,21.94636,27.47532,16.41763
15技,2006 斥,64.2709,60.95375,67.58393,0.00022,0.00027,0.00017,99355.22021,99294.64406,99418.17574,99344.36464,99281.20534,99409.90307,6385649.498,6052380.846,6719071.092,21.71113,26.87745,16.54534
15技,2007 斥,64.61499,61.33977,67.88661,0.00023,0.0003,0.00017,99401.32201,99347.25653,99456.79939,99389.69647,99332.24859,99448.55608,6422815.793,6093937.479,6751785.369,23.25108,30.01589,16.48661
15技,2008 斥,65.03928,61.6898,68.38621,0.00022,0.00026,0.00017,99435.56365,99398.23376,99473.6122,99424.86681,99385.46944,99464.98275,6467217.197,6131857.631,6802623.541,21.39369,25.52864,17.2589
15技,2009 斥,65.45491,62.1087,68.79871,0.00022,0.00027,0.00017,99461.51861,99425.95277,99497.82058,99450.58178,99412.53269,99489.36692,6510245.117,6175216.847,6845321.635,21.87366,26.84016,16.90733
15技,2010 斥,65.64344,62.28414,68.99772,0.0002,0.00026,0.00015,99477.53385,99404.68735,99553.46244,99467.40899,99391.76985,99546.12992,6530047.563,6191335.112,6868962.406,20.24972,25.83501,14.66506
15技,2011 斥,66.0081,62.67657,69.33598,0.0002,0.00025,0.00015,99499.95029,99446.30545,99555.45834,99489.9861,99433.77427,99548.06094,6567802.804,6232952.924,6902775.715,19.92838,25.06236,14.79478
15技,2012 斥,66.24645,62.96752,69.52201,0.00019,0.00022,0.00015,99517.60134,99466.89031,99569.61771,99508.38,99456.1415,99561.92372,6592688.264,6263183.355,6922279.696,18.44268,21.49762,15.38798
15技,2013 斥,66.73175,63.51011,69.95063,0.00016,0.00021,0.00011,99531.66281,99489.27344,99574.71304,99523.52086,99478.58833,99569.1142,6641922.178,6318574.997,6965313.551,16.28388,21.37021,11.19767
15技,2014 斥,67.15626,63.94622,70.36422,0.00018,0.00022,0.00014,99550.29998,99518.62725,99583.0563,99541.10991,99507.44366,99575.85965,6685425.589,6363840.045,7007084.005,18.38015,22.36718,14.39331
15技,2015 斥,67.39958,64.31893,70.47731,0.00014,0.00017,0.0001,99579.1215,99532.52413,99626.77297,99572.19364,99523.88451,99621.5568,6711590.64,6401825.679,7021426.727,13.85571,17.27924,10.43234
15技,2016 斥,67.69883,64.66914,70.72573,0.00013,0.00016,0.00011,99573.05779,99527.87082,99619.45908,99566.47259,99519.95774,99614.20167,6740979.159,6436381.545,7045658.981,13.17041,15.82615,10.51482
15技,2017 斥,68.02549,65.03047,71.01766,0.00013,0.00016,0.0001,99580.9304,99534.30512,99629.203,99574.23752,99526.09821,99624.02404,6774041.816,6472762.947,7075432.746,13.38575,16.41381,10.35791
15技,2018 斥,68.07278,65.09177,71.05149,0.00016,0.00017,0.00015,99580.78089,99543.28295,99620.09325,99572.81622,99534.92991,99612.51682,6778740.331,6479448.127,7078156.049,15.92932,16.70607,15.15287
16技,1970 斥,51.09196,47.38435,54.78426,0.00226,0.00256,0.00197,92442.18109,92255.2181,92637.63937,92337.66786,92137.29052,92546.53088,4723051.948,4371453.296,5075084.702,209.02646,235.85516,182.21697
16技,1971 斥,51.37057,47.57179,55.15412,0.00217,0.00246,0.00188,92700.12114,92517.91481,92890.41603,92599.51359,92403.95595,92803.15102,4762058.198,4401242.536,5123289.444,201.2151,227.91774,174.53002
16技,1972 斥,51.64049,47.75548,55.51037,0.00208,0.00237,0.00179,92948.38493,92770.86842,93133.59785,92851.54901,92660.7571,93050.02932,4799900.377,4430317.355,5169880.924,193.67184,220.22264,167.13707
16技,1973 斥,51.90212,47.93546,55.85378,0.002,0.00229,0.00171,93187.3659,93014.46767,93367.58257,93094.17113,92908.08544,93287.56795,4836621.656,4458691.022,5214932.222,186.38953,212.76445,160.02925
16技,1974 斥,52.15588,48.11187,56.18505,0.00192,0.0022,0.00164,93417.44094,93249.08543,93592.75073,93327.76043,93146.31659,93516.15186,4872269.277,4486387.912,5258513.447,179.36103,205.53768,153.19773
16技,1975 斥,52.40221,48.28487,56.50487,0.00184,0.00212,0.00156,93638.9711,93475.07932,93809.4664,93552.6815,93375.81091,93736.14952,4906888.924,4513432.21,5300691.791,172.57921,198.53683,146.63377
16技,1976 斥,52.64142,48.45449,56.81388,0.00177,0.00205,0.00149,93852.30217,93692.79225,94018.07788,93769.28368,93596.91408,93947.91352,4940518.853,4539836.092,5341531.58,166.03699,191.75635,140.32872
16技,1977 斥,52.87387,48.6208,57.11267,0.0017,0.00197,0.00143,94057.76532,93902.55303,94218.91832,93977.90165,93809.95766,94151.7813,4973198.507,4565616.913,5381094.352,159.72733,185.19072,134.27403
16技,1978 斥,53.09989,48.78388,57.40183,0.00163,0.0019,0.00136,94255.67767,94104.67687,94412.30639,94178.85603,94015.25965,94348.07573,5004965.727,4590791.532,5419438.926,153.64329,178.83445,128.46132
16技,1979 斥,53.31976,48.94382,57.68187,0.00156,0.00183,0.0013,94446.34293,94299.46599,94598.5469,94372.45393,94213.12498,94537.10574,5035856.794,4615376.319,5456621.487,147.77801,172.68203,122.88232
16技,1980 斥,53.61113,49.19935,58.01017,0.00147,0.00175,0.00119,94806.48062,94671.61865,94945.90027,94736.82829,94589.01165,94889.19926,5082682.633,4657782.086,5507827.748,139.30467,165.214,113.40203
16技,1981 斥,53.91836,49.4978,58.32727,0.00138,0.00166,0.0011,95143.25002,95019.69287,95270.64502,95077.59137,94940.68249,95218.33546,5129967.635,4703265.646,5556876.837,131.3173,158.02077,104.61912
16技,1982 斥,54.22471,49.80488,58.63395,0.0013,0.00158,0.00101,95458.14745,95345.20703,95574.25421,95396.25242,95269.65828,95526.01085,5176190.198,4748656.713,5603895.727,123.79005,151.0975,96.48671
16技,1983 斥,54.5261,50.11169,58.93091,0.00122,0.00151,0.00093,95752.57761,95649.58956,95858.10735,95694.2286,95577.37019,95813.62713,5221014.521,4793162.221,5649005.842,116.69804,144.43873,88.96044
16技,1984 斥,54.8906,50.50215,59.26578,0.00114,0.00143,0.00086,96188.1585,96045.12721,96336.2752,96133.28401,95976.67485,96294.97568,5279825.51,4850485.877,5709444.679,109.74898,136.90471,82.59904
16技,1985 斥,55.2447,50.88733,59.58612,0.00107,0.00135,0.00079,96578.81821,96404.68067,96759.26415,96527.23013,96339.82446,96720.94085,5335468.312,4905776.607,5765508.883,103.17615,129.71242,76.64662
16技,1986 斥,55.67637,51.37777,59.95972,0.00099,0.00127,0.00072,96876.31656,96707.33346,97051.72721,96828.24159,96646.03786,97016.86968,5393721.382,4968606.744,5819194.183,96.14994,122.5912,69.71506
16技,1987 斥,56.09483,51.85755,60.31761,0.00092,0.00119,0.00065,97147.36748,96984.18556,97317.006,97102.56605,96926.27108,97285.31465,5449464.844,5029362.439,5869929.682,89.60285,115.82895,63.38271
16技,1988 斥,56.47974,52.29218,60.65145,0.00086,0.00114,0.00059,97361.84188,97180.90623,97550.13295,97319.82942,97125.51343,97521.49767,5498971.377,5081801.367,5916557.043,84.0249,110.78559,57.27056
16技,1989 斥,56.85656,52.72437,60.9719,0.00081,0.00109,0.00053,97559.75196,97364.52367,97762.93819,97520.33266,97311.54992,97737.07011,5546911.439,5133483.173,5960792.364,78.8386,105.94749,51.73615
16技,1990 斥,57.23379,53.06883,61.38107,0.00079,0.00108,0.0005,97752.14106,97549.11012,97964.73225,97713.59891,97496.3846,97940.36969,5594725.237,5176817.444,6013180.552,77.08431,105.45105,48.72511
16技,1991 斥,57.61204,53.40874,61.79702,0.00077,0.00107,0.00047,97929.20653,97720.61622,98148.34225,97891.50391,97668.14721,98125.40198,5641901.268,5219135.24,6065275.455,75.40523,104.93803,45.88054
16技,1992 斥,57.95454,53.79414,62.09838,0.00075,0.00105,0.00045,98092.25299,97901.39619,98292.90411,98055.59629,97850.14973,98270.83352,5684891.547,5266521.051,6103830.186,73.31339,102.49292,44.14118
16技,1993 斥,58.35097,54.16293,62.52375,0.00073,0.00102,0.00043,98242.40003,98067.7194,98426.16,98206.76576,98017.67811,98404.92944,5732538.915,5311635.419,6153972.947,71.26856,100.08257,42.46113
16技,1994 斥,58.64304,54.49418,62.77819,0.00071,0.00098,0.00044,98360.51816,98201.21259,98526.97458,98325.56543,98152.93973,98505.33944,5768160.118,5351394.965,6185345.423,69.90546,96.54572,43.27029
16技,1995 斥,58.90842,54.82182,62.98276,0.0007,0.00095,0.00045,98470.22653,98324.89885,98620.92369,98435.92426,98278.33757,98598.87856,5800725.119,5390349.624,6211417.653,68.60454,93.12255,44.09026
16技,1996 斥,59.24827,55.24775,63.23809,0.00065,0.00088,0.00042,98595.51938,98465.27336,98729.49669,98563.47814,98422.00662,98708.67973,5841613.726,5439984.68,6243464.484,64.08249,86.53347,41.63393
16技,1997 斥,59.61645,55.66604,63.55746,0.00061,0.00082,0.0004,98710.36813,98593.80767,98829.15782,98680.44225,98553.6103,98809.50274,5884761.576,5488326.815,6281329.974,59.85177,80.39475,39.31015
16技,1998 斥,59.97257,56.11534,63.82226,0.00052,0.0007,0.00035,98826.79094,98730.27168,98923.96639,98800.86492,98695.88549,98906.50035,5926896.827,5540282.695,6313551.002,51.85205,68.77238,34.93207
16技,1999 斥,60.27463,56.54706,63.99627,0.00045,0.0006,0.00031,98932.47088,98853.23653,99010.93071,98910.00578,98823.82542,98995.41179,5963118.194,5589860.268,6336329.902,44.93021,58.82224,31.03784
16技,2000 斥,60.73759,57.09156,64.37806,0.0004,0.00051,0.00028,99005.55339,98930.09263,99081.95305,98985.94394,98904.84984,99067.98685,6013358.88,5648073.478,6378703.458,39.2189,50.48557,27.93239
16技,2001 斥,61.18321,57.61652,64.74464,0.00035,0.00044,0.00025,99071.81496,98999.57985,99145.77232,99054.69936,98977.91626,99133.20441,6061532.015,5704011.619,6419157.792,34.2312,43.32717,25.13582
16技,2002 斥,61.49767,58.05971,64.93001,0.00031,0.0004,0.00022,99097.34985,99017.9448,99179.76585,99082.01963,98997.97813,99169.0716,6094255.771,5748953.518,6439743.201,30.66044,39.93333,21.38849
16技,2003 斥,61.90237,58.45859,65.33948,0.00032,0.0004,0.00024,99152.30483,99058.53255,99250.65887,99136.35696,99038.52094,99238.77399,6137762.609,5790822.361,6484986.499,31.89575,40.02321,23.76977
16技,2004 斥,62.36152,58.91838,65.79946,0.00026,0.00035,0.00018,99207.73125,99133.73379,99283.81361,99194.68627,99116.44888,99275.00828,6186745.361,5840799.286,6532821.471,26.08997,34.56982,17.61067
16技,2005 斥,62.78157,59.44051,66.11869,0.00027,0.00034,0.0002,99287.32191,99229.33061,99346.33908,99273.95772,99212.47853,99336.46265,6233414.044,5898242.231,6568650.291,26.72837,33.70417,19.75286
16技,2006 斥,63.28484,59.97012,66.5951,0.00026,0.00033,0.00019,99333.50908,99267.76662,99401.6304,99320.77135,99251.59643,99392.32483,6286305.133,5953099.641,6619661.189,25.47545,32.34037,18.61115
16技,2007 斥,63.62999,60.35815,66.89779,0.00029,0.0004,0.00018,99378.07093,99317.24064,99440.31278,99363.74164,99297.4345,99431.46014,6323426.097,5994605.231,6652336.812,28.65857,39.61228,17.70527
16技,2008 斥,64.05317,60.70552,67.39799,0.00026,0.00034,0.00019,99414.16996,99372.70512,99456.3533,99401.0483,99355.7024,99447.1126,6367792.33,6032472.162,6703158.558,26.24332,34.00543,18.4814
16技,2009 斥,64.4692,61.12534,67.81032,0.00027,0.00035,0.0002,99439.64495,99399.11262,99480.91325,99425.97206,99381.69981,99470.98017,6410794.535,6075804.315,6745832.268,27.34578,34.8256,19.86616
16技,2010 斥,64.6567,61.3002,68.00782,0.00025,0.00033,0.00016,99457.28413,99378.85235,99538.79739,99445.01144,99362.49116,99530.61281,6430580.154,6091943.342,6769416.276,24.54538,32.72237,16.36915
16技,2011 斥,65.02122,61.69224,68.34622,0.00025,0.00032,0.00017,99480.02191,99421.24309,99540.66355,99467.80697,99405.24024,99532.2363,6468312.818,6133519.149,6803227.654,24.42988,32.0057,16.85451
16技,2012 斥,65.25864,61.98102,68.53268,0.00022,0.00027,0.00018,99499.15866,99445.39269,99554.22973,99487.97702,99431.88093,99545.37807,6493179.884,6163727.213,6822717.773,22.36328,27.02352,17.70333
16技,2013 斥,65.74259,62.52365,68.95844,0.0002,0.00026,0.00013,99515.37892,99467.90323,99563.51537,99505.56769,99454.84107,99556.95499,6542398.657,6219096.409,6865744.436,19.62247,26.12431,13.12077
16技,2014 斥,66.16857,62.96048,69.37432,0.00023,0.00029,0.00018,99531.91983,99496.26007,99568.66299,99520.35565,99482.02,99559.77456,6585884.479,6264332.601,6907508.145,23.12837,28.48013,17.77687
16技,2015 斥,66.40889,63.33001,69.48464,0.00017,0.00022,0.00012,99565.26579,99515.24489,99616.34063,99556.73642,99504.31226,99610.21444,6612018.446,6302301.795,6921805.17,17.05874,21.86526,12.25239
16技,2016 斥,66.70772,63.67934,69.73314,0.00018,0.00023,0.00013,99559.88739,99512.04467,99608.94426,99550.99031,99500.80219,99602.39248,6641412.686,6336861.587,6946044.779,17.79415,22.48496,13.10356
16技,2017 斥,67.03457,64.04112,70.02499,0.00017,0.00022,0.00012,99567.54465,99517.89131,99618.84509,99559.08819,99506.98586,99612.83749,6674467.579,6373236.849,6975808.722,16.91291,21.8109,12.0152
16技,2018 斥,67.08359,64.10261,70.06222,0.00018,0.00021,0.00016,99564.85156,99526.57688,99604.94038,99555.69243,99516.08835,99597.11048,6679167.515,6379913.197,6978543.533,18.31827,20.97706,15.65981
17技,1970 斥,50.20661,46.50452,53.89125,0.00254,0.00288,0.0022,92233.15463,92019.36293,92455.4224,92116.0778,91886.83157,92353.78934,4630714.28,4279316.005,4982538.172,234.15366,265.06272,203.26611
17技,1971 斥,50.48123,46.68803,54.25701,0.00243,0.00278,0.00209,92498.90604,92289.99708,92715.88601,92386.41303,92161.92172,92618.96553,4669458.684,4308838.58,5030486.293,224.98602,256.15072,193.84095
17技,1972 斥,50.74727,46.86792,54.60927,0.00233,0.00267,0.00199,92754.71309,92550.64578,92966.46078,92646.63512,92426.89075,92874.05093,4707048.828,4337656.598,5076830.895,216.15594,247.51006,184.81972
17技,1973 斥,51.00514,47.04421,54.94882,0.00223,0.00258,0.00189,93000.97637,92801.70322,93207.55332,92897.14982,92682.13585,93119.45945,4743527.485,4365782.936,5121644.654,207.65309,239.13474,176.18776
17技,1974 斥,51.25525,47.21705,55.27635,0.00214,0.00248,0.0018,93238.07991,93043.54775,93439.553,93138.34629,92928.03842,93355.58764,4778941.516,4393241.596,5164997.295,199.46726,231.01865,167.93071
17技,1975 斥,51.49804,47.38658,55.59255,0.00205,0.00239,0.00171,93466.39189,93276.5425,93662.83263,93370.59772,93164.96465,93582.81538,4813336.243,4420056.399,5206955.641,191.58834,223.15569,160.03451
17技,1976 斥,51.73383,47.55283,55.89806,0.00196,0.00231,0.00162,93686.26518,93501.0359,93877.74916,93594.26197,93393.26606,93801.50645,4846749.569,4446239.178,5247583.667,184.00642,215.53969,152.48543
17技,1977 斥,51.96297,47.71589,56.19347,0.00188,0.00222,0.00154,93898.03798,93717.3623,94084.64428,93809.68213,93613.28005,94012.00924,4879220.605,4471806.955,5286942.571,176.71171,208.16451,145.27008
17技,1978 斥,52.18577,47.87582,56.47936,0.0018,0.00214,0.00147,94102.03438,93925.84243,94283.84507,94017.18705,93825.33042,94214.65736,4910786.871,4496776.272,5325090.85,169.69465,201.02401,138.37543
17技,1979 斥,52.40254,48.0327,56.75625,0.00173,0.00206,0.00139,94298.56492,94126.78396,94475.66458,94217.092,94029.72792,94409.77018,4941484.34,4521163.194,5362084.381,162.94585,194.11209,131.7888
17技,1980 斥,52.68928,48.28448,57.07894,0.00163,0.00198,0.00129,94667.17596,94506.40465,94832.49824,94589.80971,94412.95444,94771.21225,4987945.805,4563193.075,5412938.549,154.73249,186.90042,122.57199
17技,1981 斥,52.99219,48.57942,57.39084,0.00155,0.0019,0.0012,95011.93272,94861.6721,95166.0259,94938.46856,94771.72161,95109.04511,5034890.043,4608324.964,5461658.501,146.92831,179.90098,113.96157
17技,1982 斥,53.29447,48.88314,57.69269,0.00146,0.00182,0.00111,95334.3574,95194.10953,95477.76749,95264.59961,95107.55285,95424.80629,5080793.946,4653387.055,5508369.716,139.51556,173.11335,105.9224
17技,1983 斥,53.59202,49.18672,57.98519,0.00139,0.00174,0.00103,95635.87958,95505.15083,95769.14691,95569.64119,95421.88265,95719.93655,5125320.292,4697584.851,5553192.215,132.47678,166.53635,98.42072
17技,1984 斥,53.95273,49.57353,58.31621,0.0013,0.00165,0.00095,96078.40952,95908.2225,96253.67615,96015.85482,95828.97922,96207.80672,5183692.226,4754509.203,5613149.704,125.1094,158.48655,91.73886
17技,1985 斥,54.30325,49.95522,58.63296,0.00122,0.00157,0.00088,96475.64206,96274.96824,96682.61754,96416.58782,96199.58543,96639.88803,5238941.082,4809436.782,5668787.942,118.10847,150.76563,85.45902
17技,1986 斥,54.73118,50.44234,59.00246,0.00113,0.00147,0.00079,96780.16662,96584.74226,96982.01215,96725.46073,96513.68828,96943.65073,5296893.141,4871960.706,5722177.314,109.41178,142.10797,76.72285
17技,1987 斥,55.14615,50.91896,59.3566,0.00104,0.00138,0.00071,97057.76463,96868.35661,97253.62329,97007.07643,96801.40156,97219.19859,5352362.278,4932436.168,5772644.367,101.37638,133.9101,68.8494
17技,1988 斥,55.52809,51.35129,59.68679,0.00098,0.00132,0.00064,97277.81697,97070.12063,97492.8624,97230.2824,97006.17418,97461.73612,5401651.547,4984675.854,5819035.545,95.06914,127.8929,62.25256
17技,1989 斥,55.90213,51.78126,60.00392,0.00092,0.00126,0.00058,97480.91335,97258.57618,97711.20204,97436.31415,97197.51152,97683.06465,5449391.106,5036171.623,5863055.294,89.19841,122.12932,56.27478
17技,1990 斥,56.27856,52.12572,60.41137,0.0009,0.00126,0.00054,97675.05675,97443.65908,97916.00714,97631.19109,97382.48422,97889.44638,5497011.638,5079321.06,5915240.183,87.73133,122.34972,53.12151
17技,1991 斥,56.65605,52.46562,60.82569,0.00088,0.00126,0.00051,97853.8013,97615.67819,98102.46171,97810.6327,97554.40398,98077.39407,5544009.764,5121467.093,5967150.053,86.3372,122.54843,50.13526
17技,1992 斥,56.99751,52.84999,61.12606,0.00086,0.00124,0.00049,98018.9396,97798.90327,98248.76293,97976.60943,97738.48952,98224.51211,5586835.951,5168670.901,6005559.352,84.66034,120.82749,48.50163
17技,1993 斥,57.39296,53.21776,61.55052,0.00085,0.00122,0.00048,98171.13148,97967.63683,98383.69887,98129.62889,97908.08476,98360.24194,5634332.15,5213617.741,6055568.017,83.00517,119.10414,46.91387
17技,1994 斥,57.6844,53.54732,61.80556,0.00083,0.00117,0.00049,98290.61269,98104.66686,98483.70429,98249.85911,98047.19954,98459.66149,5669834.552,5253242.025,6086840.083,81.50716,114.93464,48.08561
17技,1995 斥,57.94914,53.87331,62.0107,0.00081,0.00113,0.0005,98401.62199,98231.7763,98576.83343,98361.57834,98176.32755,98552.19269,5702289.194,5292071.286,6112818.774,80.0873,110.8975,49.28147
17技,1996 斥,58.28648,54.2959,62.26455,0.00076,0.00105,0.00047,98531.43689,98378.73989,98687.86276,98493.84921,98326.92685,98664.49901,5743050.248,5341562.673,6144755.804,75.17537,103.62608,46.7275
17技,1997 斥,58.65231,54.71106,62.58255,0.00072,0.00098,0.00045,98650.51636,98513.41293,98789.84767,98615.23855,98465.007,98767.69718,5786081.133,5389773.205,6182520.472,70.55562,96.81186,44.30098
17技,1998 斥,59.00379,55.15411,62.84463,0.00062,0.00084,0.0004,98774.93889,98661.4993,98889.03432,98744.32364,98620.0361,98869.2668,5828095.962,5441586.81,6214644.501,61.23051,82.92639,39.53503
17技,1999 斥,59.30179,55.58043,63.01618,0.00054,0.00072,0.00036,98887.54067,98794.4143,98979.89287,98860.96577,98758.9034,98962.25417,5864208.188,5491036.443,6237334.49,53.1498,71.02179,35.27739
17技,2000 斥,59.76146,56.12046,63.39607,0.00047,0.00062,0.00032,98966.33449,98879.60706,99054.02065,98943.17808,98848.93769,99038.38052,5914372.936,5549168.628,6279635.471,46.31283,61.33874,31.28027
17技,2001 斥,60.20419,56.64153,63.76094,0.00041,0.00054,0.00028,99037.58376,98956.25267,99120.6365,99017.40764,98929.76705,99106.76954,5962477.315,5605033.703,6320024.587,40.35223,52.97125,27.73392
17技,2002 斥,60.51654,57.08294,63.94391,0.00036,0.00048,0.00024,99066.68941,98978.01147,99158.37736,99048.67291,98954.02251,99146.33277,5995173.752,5649955.54,6340574.129,36.03299,47.97791,24.08917
17技,2003 斥,60.92213,57.48202,64.35501,0.00039,0.00051,0.00027,99120.40908,99018.50934,99226.88911,99101.11251,98993.22409,99213.58032,6038626.252,5691783.84,6385747.725,38.59314,50.57049,26.61757
17技,2004 斥,61.3778,57.93876,64.81105,0.00032,0.00043,0.0002,99181.64128,99099.16398,99266.20294,99165.98096,99077.70642,99256.33953,6087550.675,5741682.837,6433546.463,31.32064,42.91511,19.72682
17技,2005 斥,61.79834,58.46054,65.13174,0.00031,0.0004,0.00023,99260.59354,99195.62644,99326.58622,99244.96456,99175.69474,99315.25981,6134140.086,5799029.753,6469313.828,31.25796,39.86341,22.65283
17技,2006 斥,62.30095,58.9895,65.60747,0.0003,0.00039,0.00021,99308.03363,99235.42625,99383.01925,99293.02404,99215.93484,99372.49113,6186984.362,5853848.045,6520268.864,30.01918,38.98282,21.05625
17技,2007 斥,62.64821,59.38204,65.90961,0.00034,0.00048,0.0002,99349.41236,99277.62836,99422.60751,99332.64818,99253.8845,99412.82276,6224062.355,5895307.796,6552905.352,33.52836,47.48772,19.56949
17技,2008 斥,63.06995,59.72613,66.41043,0.00031,0.00042,0.00019,99387.92664,99338.69969,99437.8719,99372.71103,99317.9016,99428.23866,6268391.281,5933116.459,6603711.446,30.43122,41.59618,19.26649
17技,2009 斥,63.4868,60.14659,66.82376,0.00032,0.00042,0.00023,99412.29916,99364.28701,99461.04709,99396.23332,99343.58888,99449.61342,6311368.563,5976422.615,6646361.288,32.13168,41.39625,22.86735
17技,2010 斥,63.67254,60.32022,67.01892,0.00029,0.0004,0.00019,99432.73874,99346.12997,99522.42823,99418.11438,99326.48424,99512.82479,6331135.142,5992580.851,6669885.663,29.24873,39.29146,19.2069
17技,2011 斥,64.03707,60.71194,67.35771,0.00029,0.00039,0.00019,99455.59203,99389.23739,99523.80904,99441.16002,99369.69872,99514.48343,6368845.011,6034113.909,6703695.417,28.86402,39.07735,18.65124
17技,2012 斥,64.2732,60.99773,67.54478,0.00026,0.00033,0.00018,99476.79538,99418.36917,99536.5264,99463.97513,99401.91875,99527.33616,6393691.907,6064295.332,6723172.394,25.6405,32.90084,18.3805
17技,2013 斥,64.75546,61.53994,67.96746,0.00023,0.00031,0.00015,99495.75645,99441.77892,99550.3946,99484.21191,99426.40213,99542.68224,6442893.089,6119641.568,6766187.481,23.08907,30.75358,15.42472
17技,2014 斥,65.18383,61.97837,68.38662,0.00026,0.00033,0.0002,99508.79146,99467.77994,99550.88612,99495.63828,99451.2773,99541.08226,6486364.123,6164850.581,6807948.371,26.30636,33.00528,19.60773
17技,2015 斥,65.42018,62.34382,68.49312,0.00021,0.00027,0.00015,99548.20705,99493.37963,99604.08824,99537.82692,99480.01335,99596.69414,6512461.71,6202797.483,6822194.956,20.76027,26.73256,14.7882
17技,2016 斥,65.71955,62.69362,68.74225,0.00023,0.0003,0.00015,99542.09324,99489.55971,99595.8407,99530.82873,99474.63177,99588.23949,6541861.696,6237360.785,6846442.387,22.52901,29.85588,15.20242
17技,2017 斥,66.04587,63.05505,69.03338,0.00021,0.00028,0.00014,99550.63173,99496.08041,99606.82988,99540.2299,99482.31717,99599.78929,6574908.491,6273729.863,6876195.885,20.80366,27.52648,14.08119
17技,2018 斥,66.09584,63.11602,69.07316,0.00021,0.00026,0.00016,99546.53329,99505.59981,99589.28057,99536.09095,99492.86423,99581.13129,6579611.823,6280397.108,6878946.422,20.88467,25.47117,16.29856
18技,1970 斥,49.33312,45.63742,53.00889,0.00284,0.0032,0.00247,91999.00097,91754.30021,92252.15629,91868.46215,91607.30103,92138.06583,4538598.202,4187429.174,4890184.382,261.07764,293.99837,228.1809
18技,1971 斥,49.6031,45.81659,53.36963,0.00271,0.00308,0.00233,92273.92002,92033.84636,92522.04506,92149.04194,91892.09573,92414.02864,4577072.271,4216676.658,4937867.327,249.75616,283.50127,216.03284
18技,1972 斥,49.86464,45.99226,53.71706,0.00258,0.00296,0.0022,92538.55715,92303.13572,92781.64107,92419.10131,92166.46202,92679.39319,4614402.193,4245229.707,4983956.844,238.91168,273.34739,204.49575
18技,1973 斥,50.11816,46.16446,54.05193,0.00246,0.00285,0.00208,92793.32328,92562.56848,93031.36557,92679.06027,92430.80445,92934.59462,4650630.335,4273100.801,5028525.195,228.52601,263.52806,193.54189
18技,1974 斥,50.36407,46.33333,54.37497,0.00235,0.00274,0.00196,93038.61266,92812.5291,93271.62229,92929.32195,92685.5118,93180.05004,4685803.17,4300313.557,5071641.708,218.58141,254.0346,183.1445
18技,1975 斥,50.60279,46.49902,54.68684,0.00224,0.00263,0.00185,93274.80355,93053.38681,93502.79813,93170.2732,92930.95764,93416.15923,4719965.645,4326891.434,5113372.826,209.06069,244.85833,173.2778
18技,1976 斥,50.83466,46.66155,54.98819,0.00214,0.00253,0.00175,93502.25877,93285.49621,93725.26373,93402.2852,93167.5009,93643.30525,4753155.307,4352845.912,5153782.16,199.94713,235.99063,163.91697
18技,1977 斥,51.06,46.82099,55.2796,0.00204,0.00243,0.00165,93721.32627,93509.19779,93939.3742,93625.71401,93395.48633,93861.85511,4785410.923,4378193.675,5192930.561,191.22452,227.42293,155.03819
18技,1978 斥,51.27914,46.97743,55.56163,0.00195,0.00234,0.00156,93932.33973,93724.81842,94145.46964,93840.90114,93615.24504,94072.16038,4816769.684,4402950.942,5230876.192,182.87718,219.14675,146.61853
18技,1979 斥,51.49238,47.13092,55.83483,0.00186,0.00225,0.00147,94135.61907,93932.67187,94343.87578,94048.17411,93827.09501,94274.55778,4847267.248,4427133.466,5267674.611,174.88993,211.15372,138.63601
18技,1980 斥,51.77473,47.37917,56.15216,0.00177,0.00216,0.00137,94512.44347,94319.50423,94709.92625,94428.98029,94217.48671,94645.01341,4893355.995,4468780.12,5318167.337,166.92635,204.03504,129.8257
