楷飞喊,矫痢,扁措咯疙(傈眉)[斥],扁措咯疙(巢磊)[斥],扁措咯疙(咯磊)[斥],荤噶犬伏(傈眉),荤噶犬伏(巢磊),荤噶犬伏(咯磊),积粮磊(傈眉),积粮磊(巢磊),积粮磊(咯磊),沥瘤牢备(傈眉),沥瘤牢备(巢磊),沥瘤牢备(咯磊),醚积粮斥荐(傈眉),醚积粮斥荐(巢磊),醚积粮斥荐(咯磊),荤噶磊(傈眉),荤噶磊(巢磊),荤噶磊(咯磊)
57技,1989 斥,20.44166,17.61986,22.9029,0.01152,0.01676,0.00695,83898.63919,78175.85109,89628.27089,83415.36717,77520.68331,89316.85521,1715027.09,1377447.309,2052746.964,966.54404,1310.33557,622.83135
57技,1990 斥,20.70597,17.84643,23.20485,0.01123,0.01643,0.00669,84457.26794,78776.40972,90146.38617,83982.84201,78129.18746,89844.71016,1748769.695,1405877.658,2091833.118,948.85186,1294.44451,603.35201
57技,1991 斥,20.97654,18.07212,23.51949,0.01096,0.01611,0.00645,84988.67113,79353.37062,90633.12357,84523.06003,78714.23281,90340.98904,1782768.059,1434083.494,2131645.215,931.2222,1278.27561,584.26907
57技,1992 斥,21.12348,18.24299,23.65723,0.01079,0.01605,0.00617,85750.03115,80262.25465,91246.36963,85287.21772,79618.07048,90964.88073,1811339.396,1464223.851,2158636.316,925.62687,1288.36835,562.97781
57技,1993 斥,21.34257,18.40435,23.93867,0.01064,0.016,0.00591,86469.76453,81128.07585,91819.44455,86009.82274,80479.25028,91548.34403,1845487.022,1493109.868,2198035.478,919.88358,1297.65114,542.20103
57技,1994 斥,21.53398,18.622,24.11604,0.01029,0.01555,0.00564,86950.81394,81732.18918,92175.76006,86503.28061,81096.88423,91915.96581,1872396.852,1522016.582,2222914.05,895.06666,1270.6099,519.58851
57技,1995 斥,21.69867,18.83813,24.24388,0.00996,0.01511,0.00538,87412.0449,82315.13117,92513.72511,86976.65772,81693.24339,92264.81481,1896725.462,1550663.222,2242891.86,870.77435,1243.77557,497.82061
57技,1996 斥,21.9075,19.09573,24.42284,0.00953,0.01449,0.0051,87953.36161,83060.74249,92849.30928,87534.14496,82458.89013,92612.71246,1926837.964,1586105.418,2267644.068,838.43331,1203.70473,473.19363
57技,1997 斥,22.15317,19.35124,24.67258,0.00912,0.0139,0.00483,88469.4839,83773.15634,93167.80941,88065.95453,83190.94251,92942.95539,1959879.866,1621114.481,2298690.253,807.05873,1164.42765,449.70805
57技,1998 斥,22.32611,19.56331,24.82493,0.00877,0.01334,0.00462,89098.15415,84628.2158,93568.68408,88707.66339,84063.59057,93352.3252,1989215.303,1655608.437,2322836.068,780.98153,1129.25047,432.71777
57技,1999 斥,22.45197,19.77285,24.88831,0.00842,0.01281,0.00443,89688.732,85431.7763,93944.98554,89311.06976,84884.57931,93736.861,2013688.785,1689230.014,2338132.258,755.32449,1094.39399,416.24908
57技,2000 斥,22.72921,20.07047,25.16285,0.00793,0.01201,0.0042,90324.68494,86331.40338,94318.56362,89966.55944,85813.14338,94120.52576,2053009.131,1732711.772,2373324.205,716.25099,1036.52,396.0757
57技,2001 斥,23.00035,20.36373,25.42826,0.00747,0.01125,0.00398,90919.01538,87173.14816,94666.46313,90579.58821,86682.67387,94478.07718,2091168.771,1775170.326,2407203.578,678.85434,980.94857,376.77191
57技,2002 斥,23.18315,20.63136,25.54344,0.0071,0.01066,0.0038,91336.85479,87777.44236,94899.04235,91012.60372,87309.39647,94718.57626,2117475.947,1810967.953,2424048.287,648.50214,936.09178,360.93219
57技,2003 斥,23.61542,21.06439,25.97737,0.00661,0.00984,0.00362,91449.33529,87931.78815,94971.10824,91147.02421,87499.20812,94799.05213,2159614.654,1852229.561,2467099.562,604.62216,865.16005,344.11221
57技,2004 斥,23.92025,21.30821,26.34962,0.00646,0.0098,0.00335,91916.73555,88587.21868,95248.18409,91619.82904,88153.02248,95088.56104,2198671.314,1887635.175,2509753.677,593.81302,868.39241,319.24611
57技,2005 斥,24.27219,21.67124,26.7098,0.00604,0.00905,0.00323,92307.56303,89315.42919,95300.65063,92028.65904,88911.31414,95146.95481,2240507.025,1935576.254,2545460.973,557.80798,808.23009,307.39164
57技,2006 斥,24.61534,22.01967,27.05511,0.00586,0.0088,0.0031,92810.37491,89938.26617,95684.70629,92538.43072,89542.53666,95536.54092,2284558.483,1980411.155,2588760.542,543.88837,791.45903,296.33073
57技,2007 斥,24.96293,22.34561,27.43541,0.00561,0.00852,0.00287,93009.11134,90362.91127,95656.63252,92747.9962,89977.74155,95519.56825,2321779.93,2019214.03,2624378.84,522.23028,770.33944,274.12853
57技,2008 斥,25.35996,22.65173,27.92363,0.0055,0.00831,0.00283,93182.67996,90627.91721,95738.11617,92926.6516,90251.22667,95602.74813,2363108.923,2052879.032,2673355.932,512.05672,753.38108,270.73607
57技,2009 斥,25.81812,23.11193,28.382,0.00513,0.00767,0.00272,93218.42801,90701.7695,95735.77645,92979.30393,90353.70287,95605.59316,2406724.119,2096293.096,2717173.02,478.24816,696.13326,260.36659
57技,2010 斥,25.92878,23.20944,28.50639,0.00508,0.00776,0.00254,93443.19541,90944.28378,95945.00218,93205.80608,90591.34019,95823.15976,2422868.311,2110766.337,2735045.424,474.77866,705.88718,243.68484
57技,2011 斥,26.20292,23.49868,28.77219,0.00488,0.00741,0.00246,93737.68016,91339.42498,96137.69063,93509.19081,91000.84531,96019.28733,2456200.768,2146356.042,2766091.532,456.97869,677.15934,236.80659
57技,2012 斥,26.33529,23.66345,28.87958,0.00464,0.00706,0.00233,94022.96029,91724.65407,96322.49978,93804.81155,91400.67837,96210.17515,2476121.647,2170522.033,2781753.788,436.29747,647.95141,224.64925
57技,2013 斥,26.77768,24.13638,29.3008,0.00454,0.00687,0.00231,94204.54037,92049.25905,96360.44719,93990.84425,91732.98599,96249.32659,2522578.663,2221736.303,2823437.865,427.39224,632.54612,222.2412
57技,2014 斥,27.14102,24.49099,29.67808,0.00434,0.00653,0.00225,94430.51211,92374.33159,96487.7205,94225.4647,92072.70065,96379.25438,2562940.839,2262339.127,2863570.55,410.09483,603.26187,216.93225
57技,2015 斥,27.29678,24.73762,29.75372,0.00414,0.00622,0.00215,94703.32476,92773.85916,96633.79284,94507.12698,92485.46325,96529.79112,2585095.794,2295004.188,2875214.845,392.39555,576.79182,208.00344
57技,2016 斥,27.54398,25.01456,29.97814,0.00406,0.006,0.00219,94863.07509,93043.07377,96684.23329,94670.57468,92763.88006,96578.42382,2612906.699,2327431.579,2898413.685,385.00084,558.38742,211.61895
57技,2017 斥,27.79699,25.2984,30.20391,0.00392,0.00596,0.00196,95087.24303,93311.24061,96864.81844,94900.82213,93033.23504,96769.97913,2643139.054,2360625.44,2925696.393,372.8418,556.01114,189.67863
57技,2018 斥,27.86327,25.34647,30.29198,0.00387,0.00578,0.00202,95063.40584,93371.2129,96757.3309,94879.56178,93101.4379,96659.41441,2648776.927,2366630.733,2930971.385,367.68813,539.54999,195.83298
58技,1970 斥,17.08607,13.83432,19.85844,0.0222,0.03237,0.01353,68991.3968,63504.28167,74484.85214,68225.54912,62476.38536,73980.9827,1178791.805,878538.7758,1479153.225,1531.69536,2055.79261,1007.73887
58技,1971 斥,17.17543,13.91074,19.9522,0.02168,0.03167,0.01318,69688.68199,64063.16669,75320.27799,68933.30556,63048.88357,74823.74235,1196933.245,891165.8123,1502805.185,1510.75285,2028.56624,993.07129
58技,1972 斥,17.26403,13.98649,20.04577,0.02117,0.03097,0.01285,70364.39666,64609.50969,76125.11002,69619.59294,63608.90078,75636.04982,1214773.115,903660.5674,1525986.329,1489.60744,2001.21782,978.12041
58技,1973 斥,17.35186,14.06151,20.13917,0.02067,0.0303,0.01252,71019.2533,65143.56563,76900.51845,70285.10302,64156.67465,76419.05122,1232316.153,916016.8541,1548712.32,1468.30056,1973.78196,962.93447
58技,1974 斥,17.439,14.13587,20.23241,0.02019,0.02964,0.0122,71653.93988,65665.57516,77647.63873,70930.50528,64692.43112,77173.85973,1249572.854,928240.2109,1570998.619,1446.86919,1946.28808,947.55801
58技,1975 斥,17.52552,14.20968,20.3255,0.01972,0.02899,0.01189,72269.12531,66175.77654,78367.57058,71556.45148,65216.39463,77901.55457,1266553.793,940336.5787,1592860.439,1425.34767,1918.76382,932.03203
58技,1976 斥,17.61141,14.28285,20.41847,0.01927,0.02837,0.01159,72865.46476,66674.41675,79061.37743,72163.5801,65728.79771,78603.18029,1283263.689,952300.4641,1614312.716,1403.76931,1891.23808,916.39427
58技,1977 斥,17.69671,14.35538,20.51133,0.01882,0.02775,0.0113,73443.59042,67161.73343,79730.08612,72752.5083,66229.86523,79279.74645,1299709.987,964132.1346,1635370.073,1382.16423,1863.73641,900.67935
58技,1978 斥,17.78144,14.42728,20.60408,0.01838,0.02715,0.01101,74004.11446,67637.96064,80374.68698,73323.83433,66719.81927,79932.22748,1315900.001,975831.9285,1656046.806,1360.56026,1836.28275,884.919
58技,1979 斥,17.86564,14.49856,20.69675,0.01796,0.02656,0.01073,74547.62896,68103.32861,80996.13401,73878.13742,67198.87891,80561.56287,1331840.905,987400.2505,1676356.86,1338.98308,1808.8994,869.14228
58技,1980 斥,17.97338,14.6132,20.80328,0.01756,0.02598,0.01047,75386.48099,68929.90077,81846.6853,74724.50086,68034.54405,81418.04994,1354950.15,1007286.082,1702679.581,1323.96026,1790.71345,857.27071
58技,1981 斥,18.11031,14.79099,20.91056,0.01717,0.02541,0.01022,76191.1385,69729.98519,82655.36518,75536.91632,68844.04054,82232.83908,1379844.933,1031375.855,1728369.955,1308.44436,1771.88931,845.0522
58技,1982 斥,18.25473,14.98429,21.01864,0.01679,0.02485,0.00998,76962.5053,70503.35431,83424.20913,76316.32149,69627.23546,83007.93892,1404929.593,1056442.753,1753463.386,1292.36763,1752.23771,832.54042
58技,1983 斥,18.40095,15.18055,21.12757,0.01642,0.02431,0.00974,77702.33319,71251.54918,84155.17975,77064.39006,70385.53837,83745.28737,1429796.93,1081637.692,1777994.556,1275.88625,1732.02162,819.78476
58技,1984 斥,18.57332,15.41873,21.2506,0.01579,0.02328,0.00944,78705.82673,72266.01043,85149.80416,78084.39816,71424.8977,84748.02689,1461828.423,1114249.883,1809484.645,1242.85715,1682.22546,803.55455
58技,1985 斥,18.74264,15.65402,21.37076,0.01519,0.02229,0.00914,79651.81438,73238.14211,86070.6894,79046.92982,72421.77072,85677.25217,1492885.034,1146471.645,1839396.295,1209.76911,1632.74277,786.87447
58技,1986 斥,18.97889,15.96823,21.55388,0.01441,0.02105,0.00874,80601.74713,74317.36145,86891.48057,80020.86332,73535.2067,86511.82916,1529731.603,1186716.603,1872848.398,1161.76762,1564.3095,759.30281
58技,1987 斥,19.20928,16.27548,21.73103,0.01368,0.01988,0.00835,81502.05281,75348.5778,87660.94462,80944.59793,74599.74468,87294.83091,1565596.124,1226334.267,1904962.284,1114.90977,1497.66623,732.22741
58技,1988 斥,19.44307,16.59391,21.89773,0.01308,0.01904,0.00795,82234.08541,76120.21157,88354.17182,81696.2257,75395.68856,88002.93476,1598883.394,1263132.042,1934755.761,1075.71944,1449.04602,702.47412
58技,1989 斥,19.67407,16.9117,22.05966,0.01251,0.01823,0.00757,82932.09515,76865.51552,89005.43954,82413.35065,76164.77966,88668.64408,1631611.723,1299926.626,1963430.109,1037.489,1401.47172,673.59092
58技,1990 斥,19.93556,17.13623,22.35784,0.01218,0.01782,0.0073,83508.41608,77481.9652,89543.03416,82999.82568,76791.71047,89216.05836,1664786.853,1327748.47,2001988.408,1017.18079,1380.50946,653.95161
58技,1991 斥,20.20338,17.35982,22.66885,0.01186,0.01741,0.00705,84057.44893,78075.095,90048.8545,83558.97511,77395.41697,89731.53123,1698244.999,1355369.261,2041304.226,996.94763,1359.35608,634.64655
58技,1992 斥,20.34853,17.53245,22.80099,0.0117,0.01736,0.00677,84824.40429,78973.8863,90683.39183,84328.19239,78288.30418,90376.50062,1726052.179,1384605.781,2067671.436,992.42379,1371.16426,613.78241
58技,1993 斥,20.56668,17.69539,23.0779,0.01154,0.01731,0.0065,85549.88096,79830.42471,91277.24352,85056.0481,79139.36187,90980.59502,1759477.199,1412630.617,2106487.134,987.66571,1382.1257,593.297
58技,1994 斥,20.75275,17.90817,23.24991,0.01116,0.01682,0.0062,86055.74728,80461.57928,91656.17156,85575.44719,79784.97211,91372.14365,1785893.571,1440919.698,2130998.084,960.60017,1353.21435,568.05582
58技,1995 斥,20.91197,18.11947,23.37234,0.01079,0.01634,0.00591,86541.27055,81071.3556,92015.9045,86074.20999,80409.09869,91744.01483,1809748.804,1468969.978,2150627.046,934.12112,1324.51383,543.77935
58技,1996 斥,21.11353,18.36918,23.54539,0.01033,0.01568,0.00559,87114.9283,81857.03777,92376.11565,86664.93934,81215.13741,92118.02105,1839303.819,1503646.527,2175031.356,899.97792,1283.80071,516.1892
58技,1997 斥,21.35252,18.61696,23.78982,0.00989,0.01506,0.00528,87662.42516,82608.72869,92718.10137,87229.00948,81986.83949,92473.14941,1871813.912,1537923.538,2205747.297,866.83137,1243.7784,489.90392
58技,1998 斥,21.51912,18.82113,23.93795,0.00953,0.0145,0.00507,88317.17262,83498.96533,93135.96631,87896.3524,82893.58756,92899.70083,1900507.64,1571544.846,2229483.743,841.64046,1210.75555,472.53095
58技,1999 斥,21.63841,19.02295,23.99685,0.00918,0.01397,0.00487,88933.40751,84337.38231,93528.73646,88525.04975,83748.49229,93300.91416,1924377.716,1604345.435,2244395.397,816.71552,1177.78005,455.6446
58技,2000 斥,21.9069,19.30829,24.26686,0.0087,0.01319,0.00463,89608.43395,85294.88338,93922.48791,89218.59648,84732.39021,93705.24935,1963042.572,1646898.629,2279203.68,779.67494,1124.98633,434.47713
58技,2001 斥,22.16961,19.5898,24.52787,0.00824,0.01246,0.00439,90240.16104,86192.19959,94289.69122,89868.20351,85655.36261,94082.60666,2000589.183,1688487.652,2312725.501,743.91507,1073.67396,414.16912
58技,2002 斥,22.34535,19.84836,24.63906,0.00799,0.012,0.00431,90688.35265,86841.35058,94538.11016,90325.92896,86320.14245,94334.45989,2026463.343,1723658.557,2329329.711,724.84739,1042.41627,407.30053
58技,2003 斥,22.76927,20.26873,25.07002,0.00723,0.01077,0.00397,90844.71313,87066.6281,94626.99603,90516.33167,86597.82961,94439.01643,2068467.63,1764730.353,2372300.51,656.76291,937.59696,375.9592
58技,2004 斥,23.07254,20.51421,25.43655,0.00694,0.01046,0.00368,91322.92253,87718.82627,94928.93798,91006.229,87259.87231,94754.49822,2107051.485,1799482.153,2414665.116,633.38707,917.90793,348.87952
58技,2005 斥,23.41672,20.86457,25.79461,0.00647,0.00964,0.00352,91749.75505,88507.19909,94993.25899,91452.86361,88080.74269,94825.92944,2148478.366,1846664.94,2450314.018,593.78288,852.91281,334.65909
58技,2006 斥,23.75749,21.21073,26.13761,0.00621,0.00927,0.00336,92266.48654,89146.80714,95388.37555,91979.81901,88733.73357,95228.1072,2192020.053,1890868.618,2493224.001,573.33506,826.14713,320.53671
58技,2007 斥,24.10106,21.53344,26.51282,0.00605,0.00911,0.00316,92486.88106,89592.57182,95382.50399,92207.30268,89184.34567,95231.5694,2229031.934,1929236.289,2528859.272,559.15677,816.4523,301.86918
58技,2008 斥,24.49732,21.83742,27.0014,0.00592,0.00891,0.00311,92670.62324,89874.53613,95467.3801,92396.30159,89474.23017,95319.04079,2270182.272,1962627.805,2577753.184,548.6433,800.61194,296.67862
58技,2009 斥,24.94868,22.28682,27.45804,0.00551,0.00825,0.00292,92740.17985,90005.63624,95475.40986,92484.68071,89634.15277,95335.89316,2313744.815,2005939.393,2621567.426,510.99828,742.96693,279.03341
58技,2010 斥,25.05864,22.38709,27.5777,0.00555,0.00849,0.00278,92968.41676,90238.39661,95701.31734,92710.52359,89855.45018,95568.46943,2329662.505,2020174.997,2639222.264,515.78634,765.89284,265.69583
58技,2011 斥,25.32884,22.67046,27.842,0.00527,0.008,0.00269,93280.70147,90662.26564,95900.88404,93035.04655,90299.82806,95772.00718,2362691.577,2055355.197,2670072.244,491.30984,724.87517,257.75371
58技,2012 斥,25.45573,22.82825,27.94593,0.005,0.0076,0.00254,93586.66282,91076.70267,96097.85053,93352.60242,90730.7787,95975.65063,2382316.835,2079121.355,2685543.613,468.12079,691.84793,244.39979
58技,2013 斥,25.89744,23.29993,28.36737,0.00486,0.00741,0.00244,93777.14813,91416.71293,96138.20599,93549.18533,91077.85462,96021.13718,2428587.819,2130003.317,2727188.538,455.9256,677.71661,234.13761
58技,2014 斥,26.25723,23.6487,28.74383,0.00468,0.00703,0.00244,94020.41729,91771.06972,96270.78825,93800.3737,91448.35829,96153.41011,2468715.374,2170266.426,2767191.296,440.08718,645.42285,234.75629
58技,2015 斥,26.40827,23.88925,28.81682,0.00447,0.00673,0.0023,94310.92921,92197.06734,96425.7894,94100.25395,91886.82157,96314.68243,2490588.667,2202518.725,2778685.054,421.35051,620.49154,222.21394
58技,2016 斥,26.65419,24.16257,29.0428,0.00438,0.00651,0.00234,94478.07426,92484.68634,96472.61435,94271.25042,92183.87545,96359.77504,2518236.125,2234667.699,2801835.261,413.64769,601.62179,225.67862
58技,2017 斥,26.90444,24.44706,29.26219,0.00416,0.00634,0.00207,94714.40123,92755.22948,96675.13981,94517.39918,92461.25842,96575.1035,2548238.232,2267592.205,2828926.414,394.0041,587.9421,200.07262
58技,2018 斥,26.96951,24.49088,29.3524,0.00416,0.00622,0.00217,94695.71771,92831.66291,96561.49792,94498.86445,92542.74735,96456.70339,2553897.365,2273529.295,2834311.97,393.70651,577.83113,209.58906
59技,1970 斥,16.46266,13.28043,19.12394,0.02372,0.03467,0.01455,67459.70144,61448.48906,73477.11327,66659.76065,60383.14094,72942.50628,1110566.256,816062.3904,1405172.242,1599.8816,2130.69624,1069.21398
59技,1971 斥,16.54494,13.34927,19.2121,0.02319,0.03397,0.0142,68177.92914,62034.60045,74327.2067,67387.36436,60980.99197,73799.61664,1127999.939,828116.9287,1427981.443,1581.12956,2107.21696,1055.18012
59技,1972 斥,16.6266,13.41758,19.30018,0.02268,0.03328,0.01385,68874.78922,62608.29187,75146.98961,68093.76028,61566.56518,74626.59376,1145153.523,840051.6666,1450350.279,1562.05788,2083.45338,1040.79171
59技,1973 斥,16.70762,13.48525,19.3882,0.02218,0.0326,0.01351,69550.95274,63169.78367,75937.58398,68779.59678,62140.06092,75424.53423,1162031.05,851860.1795,1472293.269,1542.71192,2059.44551,1026.0995
59技,1974 斥,16.78809,13.55238,19.47618,0.02169,0.03194,0.01318,70207.07069,63719.28708,76700.08072,69445.50573,62701.67574,76194.50546,1178642.349,863547.7798,1493824.759,1523.12992,2035.22269,1011.15053
59技,1975 斥,16.86806,13.61906,19.56413,0.02122,0.03129,0.01286,70843.77765,64257.01272,77435.53855,70092.10388,63251.60635,76937.54438,1194997.342,875120.1841,1514958.885,1503.34753,2010.81274,995.98834
59技,1976 斥,16.94754,13.68521,19.65206,0.02076,0.03066,0.01255,71461.69544,64783.17867,78144.98316,70719.9943,63790.05345,77654.65656,1211100.109,886571.6664,1535709.535,1483.4023,1986.25044,980.65319
59技,1977 斥,17.02655,13.75084,19.73997,0.02031,0.03004,0.01224,72061.42619,65297.99702,78829.40677,71329.76261,64317.21476,78346.81565,1226957.479,897902.2693,1556090.327,1463.32717,1961.56452,965.18224
59技,1978 斥,17.10511,13.81594,19.82789,0.01987,0.02943,0.01195,72643.5542,65801.67789,79489.76798,71921.97778,64833.28684,79014.96312,1242576.167,909112.1092,1576114.579,1443.15284,1936.78212,949.60972
59技,1979 斥,17.18325,13.88052,19.91583,0.01944,0.02884,0.01166,73208.64588,66294.4292,80126.99173,72497.19195,65338.46478,79660.00816,1257962.768,920201.3715,1595795.297,1422.90787,1911.92885,933.96715
59技,1980 斥,17.28574,13.98962,20.01819,0.01901,0.02821,0.01138,74062.52073,67139.18732,80989.41459,73358.53215,66192.06735,80528.52354,1280225.649,939251.5382,1621261.532,1407.97718,1894.23994,921.7821
59技,1981 斥,17.41802,14.16361,20.12139,0.0186,0.0276,0.01111,74882.69414,67958.09588,81810.31298,74186.4179,67020.11693,81355.71138,1304308.017,962531.814,1646137.116,1392.55247,1875.9579,909.20321
59技,1982 斥,17.55796,14.35345,20.22547,0.01819,0.027,0.01085,75670.13767,68751.1166,82591.66871,74981.97767,67822.91775,82143.52474,1328613.272,986815.518,1670455.447,1376.32,1856.39771,896.28794
59技,1983 斥,17.6998,14.5463,20.33049,0.01779,0.02641,0.0106,76426.44693,69519.52756,83335.39499,75746.63606,68601.43237,82893.85039,1352732.54,1011252.154,1694249.268,1359.62174,1836.19037,883.0892
59技,1984 斥,17.8633,14.77429,20.44829,0.01711,0.02532,0.01025,77462.96958,70583.78497,84346.24962,76800.08275,69690.17253,83914.05334,1383744.025,1042824.985,1724736.618,1325.77367,1787.22487,864.39255
59技,1985 斥,18.02398,14.99957,20.56333,0.01647,0.02428,0.00991,78442.04527,71605.39934,85283.81493,77796.17687,70736.2505,84861.1848,1413838.104,1074049.875,1753719.043,1291.73678,1738.29769,845.26025
59技,1986 斥,18.24913,15.30082,20.73948,0.01562,0.02291,0.00947,79439.97951,72753.05194,86132.17776,78819.44848,71919.83939,85724.28708,1449710.74,1113181.397,1786336.569,1241.06207,1666.42511,815.78136
59技,1987 斥,18.46877,15.5954,20.90986,0.01482,0.02161,0.00905,80387.14304,73850.91156,86928.71721,79791.38981,73052.77274,86535.30997,1484651.527,1151734.523,1817667.453,1191.50646,1596.27764,786.81447
59技,1988 斥,18.69416,15.90622,21.06922,0.01421,0.02075,0.00865,81158.36598,74671.16556,87651.6977,80581.62246,73896.54326,87272.78939,1517187.168,1187736.354,1846752.826,1153.48703,1549.24458,757.81663
59技,1989 斥,18.91698,16.21649,21.22407,0.01363,0.01992,0.00826,81894.60614,75464.0438,88331.84862,81336.51415,74712.5658,87967.0971,1549198.372,1223761.846,1874761.465,1116.184,1502.956,729.50303
59技,1990 斥,19.17521,16.43801,21.51864,0.01327,0.01942,0.008,82491.23529,76101.45574,88889.08255,81944.02901,75362.41154,88533.66068,1581787.028,1250956.76,1912772.349,1094.41256,1478.08841,710.84374
59技,1991 斥,19.43988,16.65856,21.8262,0.01291,0.01894,0.00774,83060.5013,76715.73893,89414.20796,82524.16109,75989.19737,89068.01135,1614686.024,1277973.844,1951572.695,1072.68042,1453.08313,692.39322
59技,1992 斥,19.5835,16.8334,21.95296,0.01272,0.01884,0.00745,83831.9805,77602.72205,90069.60941,83298.59976,76871.59368,89733.92304,1641723.986,1306317.477,1977294.935,1066.76148,1462.25674,671.37274
59技,1993 斥,19.80106,16.99835,22.22562,0.01254,0.01874,0.00717,84562.21525,78448.29902,90683.94652,84031.96092,77713.05706,90358.63082,1674421.151,1333491.256,2015506.539,1060.50865,1470.48391,650.6314
59技,1994 斥,19.98138,17.20595,22.39179,0.01212,0.0182,0.00684,85095.14711,79108.36494,91088.11574,84579.54382,78388.60483,90776.63177,1700318.124,1361134.726,2039625.94,1031.20659,1439.52022,622.96793
59技,1995 斥,20.1347,17.41211,22.50831,0.01171,0.01767,0.00652,85607.14943,79746.84178,91472.12515,85105.88036,79042.45534,91173.94611,1723674.594,1388560.88,2058883.031,1002.53814,1408.77287,596.35808
59技,1996 斥,20.32871,17.65389,22.67489,0.01121,0.01697,0.00616,86214.95038,80573.23706,91859.92645,85731.70684,79889.73689,91576.92126,1752638.879,1422431.39,2082913.335,966.48708,1367.00034,566.01039
59技,1997 斥,20.56078,17.89391,22.91354,0.01073,0.01629,0.00582,86795.59379,81364.95029,92228.19745,86329.86777,80702.03217,91959.653,1784584.902,1455936.699,2113274.148,931.45205,1325.83623,537.08889
59技,1998 斥,20.72135,18.0907,23.05747,0.01037,0.01574,0.00559,87475.53217,82288.20978,92663.43536,87022.13689,81640.63256,92404.21901,1812611.287,1488651.259,2136584.042,906.79055,1295.15444,518.43269
59技,1999 斥,20.83433,18.28528,23.11188,0.01001,0.0152,0.00538,88116.69199,83159.60226,93073.09186,87675.55354,82527.47171,92822.94897,1835852.666,1520596.943,2151094.483,882.2769,1264.26111,500.28578
59技,2000 斥,21.09479,18.55968,23.37731,0.00952,0.01443,0.0051,88828.75901,84169.89705,93488.01079,88405.9582,83562.70227,93249.54342,1873823.975,1562166.239,2185498.43,845.60164,1214.38955,476.93473
59技,2001 斥,21.34973,18.83059,23.63388,0.00905,0.01369,0.00484,89496.24597,85118.52563,93875.52211,89091.24829,84535.78919,93648.25613,1910720.98,1602832.289,2218642.894,809.99537,1165.47288,454.53195
59技,2002 斥,21.52136,19.08344,23.7435,0.00887,0.01333,0.00481,89963.50526,85798.93432,94130.80963,89564.35796,85226.89791,93904.53931,1936137.414,1637338.414,2234995.251,798.2946,1144.07281,452.54064
59技,2003 斥,21.93144,19.48394,24.16803,0.008,0.01197,0.00437,90187.95022,86129.03113,94251.03683,89827.36213,85613.60889,94045.26623,1977951.298,1678132.523,2277861.493,721.17619,1030.84449,411.54121
59技,2004 斥,22.23019,19.72585,24.52854,0.00757,0.01138,0.00408,90689.53546,86800.91835,94580.05846,90346.12396,86307.05701,94387.08958,2016045.256,1712222.28,2319910.618,686.823,987.72268,385.93776
59技,2005 斥,22.566,20.06273,24.88404,0.00702,0.01042,0.00388,91155.97216,87654.28628,94658.5999,90835.88735,87197.64469,94475.06856,2057025.502,1758584.198,2355488.089,640.16962,913.28319,367.06267
59技,2006 斥,22.90291,20.40445,25.22405,0.00663,0.00988,0.00361,91693.15148,88320.66001,95067.83884,91389.14727,87884.41915,94896.06399,2100040.234,1802134.884,2397995.893,608.00842,872.48171,343.54969
59技,2007 斥,23.24462,20.72688,25.59541,0.0065,0.00972,0.0035,91927.7243,88776.11952,95080.63481,91628.74069,88344.50907,94914.27379,2136824.631,1840051.943,2433627.703,597.96722,863.2209,332.72203
59技,2008 斥,23.64024,21.0292,26.08402,0.00633,0.00946,0.0034,92121.97994,89073.9242,95170.70148,91830.32464,88652.57861,95008.73437,2177785.97,1873153.575,2482434.144,583.31059,842.69118,323.93422
59技,2009 斥,24.08414,21.46816,26.53706,0.006,0.009,0.00319,92229.18158,89262.66931,95196.37645,91952.38721,88860.94203,95044.51294,2221260.134,1916305.24,2526231.533,553.58874,803.45455,303.72703
59技,2010 斥,24.19566,21.57444,26.65309,0.00601,0.00919,0.00304,92452.63041,89472.50376,95435.62151,92174.76405,89061.58967,95290.79427,2236951.981,1930319.547,2543653.795,555.73272,821.82818,289.65448
59技,2011 斥,24.4603,21.84915,26.91568,0.00572,0.00864,0.00296,92789.39163,89937.39047,95643.13032,92524.23568,89548.79542,95501.40851,2269656.53,1965055.368,2574300.237,530.3119,777.19011,283.44362
59技,2012 斥,24.58119,21.99916,27.01591,0.00541,0.00823,0.00276,93118.54203,90384.85473,95853.45074,92866.5192,90013.04074,95721.21577,2288964.233,1988390.576,2589567.962,504.04565,743.62798,264.46994
59技,2013 斥,25.02152,22.47022,27.43541,0.00522,0.00797,0.00261,93321.22254,90738.99632,95904.06838,93077.88072,90377.40153,95778.97792,2335038.634,2038925.463,2631167.401,486.68363,723.18958,250.18091
59技,2014 斥,25.37836,22.81266,27.81287,0.00505,0.00759,0.00265,93580.33011,91125.64687,96036.03196,93343.86907,90779.99496,95908.75922,2374915,2078818.068,2671037.886,472.92208,691.30382,254.54548
59技,2015 斥,25.52454,23.04773,27.88223,0.00482,0.00727,0.00248,93889.5787,91576.5758,96203.57546,93663.41658,91243.46978,96084.35485,2396488.413,2110631.903,2682370.372,452.32424,666.21204,238.44123
59技,2016 斥,25.7692,23.31751,28.10973,0.00475,0.00708,0.00252,94064.42657,91883.06455,96246.93573,93841.08767,91557.81352,96125.50623,2423964.874,2142483.824,2705475.486,446.6778,650.50206,242.85898
